"","Month","Year","Region","Station","Latitude","Longitude","Replicate","Species","BraunBlanquet","Scallops","Urchins","Grass.or.Algae","Total.SAV","Total.Grass","Total.macroAlgae","Epipyhte.Denstiy","Blade_Length_Avg_cm","Blade_Width_Avg_cm","Shoots.per.m2","Sediment.type"
"174","September",2006,"St Marks","SMAR13",30.0747,-84.08907,4,"DRIFT","4",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"175","September",2006,"St Marks","SMAR14",30.07464,-84.10557,1,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"SILT/MUD/SHELL"
"176","September",2006,"St Marks","SMAR14",30.07464,-84.10557,1,"DRIFT","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"177","September",2006,"St Marks","SMAR14",30.07464,-84.10557,2,"TTES","3",NA,NA,"Seagrass","3","3",NA,"LIGHT",NA,NA,NA,"SILT/MUD"
"178","September",2006,"St Marks","SMAR14",30.07464,-84.10557,2,"DRIFT","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"179","September",2006,"St Marks","SMAR14",30.07464,-84.10557,3,"TTES","2",NA,NA,"Seagrass","2","2",NA,"LIGHT",NA,NA,NA,"SILT/MUD/SHELL"
"180","September",2006,"St Marks","SMAR14",30.07464,-84.10557,3,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"181","September",2006,"St Marks","SMAR14",30.07464,-84.10557,4,"TTES","2",NA,NA,"Seagrass","3","2","1","LIGHT",NA,NA,NA,"SILT/MUD/SHELL"
"182","September",2006,"St Marks","SMAR14",30.07464,-84.10557,4,"SFIL","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"183","September",2006,"St Marks","SMAR14",30.07464,-84.10557,4,"CPAS","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"184","September",2006,"St Marks","SMAR14",30.07464,-84.10557,4,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"185","September",2006,"St Marks","SMAR15",30.08141,-84.11957,1,"TTES","2",NA,NA,"Seagrass","3","2","3","MODERATE",NA,NA,NA,"SAND/MUD"
"186","September",2006,"St Marks","SMAR15",30.08141,-84.11957,1,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"187","September",2006,"St Marks","SMAR15",30.08141,-84.11957,1,"CPAS","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"188","September",2006,"St Marks","SMAR15",30.08141,-84.11957,2,"TTES","2",NA,NA,"Seagrass","4","2","4","MODERATE",NA,NA,NA,"SAND/MUD"
"189","September",2006,"St Marks","SMAR15",30.08141,-84.11957,2,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"190","September",2006,"St Marks","SMAR15",30.08141,-84.11957,2,"CPAS","4",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"191","September",2006,"St Marks","SMAR15",30.08141,-84.11957,2,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"192","September",2006,"St Marks","SMAR15",30.08141,-84.11957,3,"TTES","2",NA,NA,"Seagrass","4","2","4","MODERATE",NA,NA,NA,"SAND/MUD"
"193","September",2006,"St Marks","SMAR15",30.08141,-84.11957,3,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"194","September",2006,"St Marks","SMAR15",30.08141,-84.11957,3,"CPAS","4",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"195","September",2006,"St Marks","SMAR15",30.08141,-84.11957,3,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"196","September",2006,"St Marks","SMAR15",30.08141,-84.11957,3,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"197","September",2006,"St Marks","SMAR15",30.08141,-84.11957,4,"TTES","2",NA,NA,"Seagrass","4","2","4","MODERATE",NA,NA,NA,"SAND/MUD"
"198","September",2006,"St Marks","SMAR15",30.08141,-84.11957,4,"CPAS","4",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"199","September",2006,"St Marks","SMAR15",30.08141,-84.11957,4,"DRIFT","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"200","September",2006,"St Marks","SMAR16",30.05055,-84.15928,1,"TTES","3",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"201","September",2006,"St Marks","SMAR16",30.05055,-84.15928,1,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"202","September",2006,"St Marks","SMAR16",30.05055,-84.15928,2,"TTES","3",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"203","September",2006,"St Marks","SMAR16",30.05055,-84.15928,2,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"204","September",2006,"St Marks","SMAR16",30.05055,-84.15928,2,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"205","September",2006,"St Marks","SMAR16",30.05055,-84.15928,3,"TTES","2",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"206","September",2006,"St Marks","SMAR16",30.05055,-84.15928,3,"SFIL","4",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"207","September",2006,"St Marks","SMAR16",30.05055,-84.15928,3,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"208","September",2006,"St Marks","SMAR16",30.05055,-84.15928,4,"TTES","3",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"209","September",2006,"St Marks","SMAR16",30.05055,-84.15928,4,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"210","September",2006,"St Marks","SMAR16",30.05055,-84.15928,4,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"211","September",2006,"St Marks","SMAR17",30.05278,-84.14236,1,"TTES","4",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"MUD/SHELL"
"212","September",2006,"St Marks","SMAR17",30.05278,-84.14236,1,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"213","September",2006,"St Marks","SMAR17",30.05278,-84.14236,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"214","September",2006,"St Marks","SMAR17",30.05278,-84.14236,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"215","September",2006,"St Marks","SMAR17",30.05278,-84.14236,2,"TTES","4",NA,NA,"Seagrass","4","4","1","LIGHT",NA,NA,NA,"MUD/SHELL"
"216","September",2006,"St Marks","SMAR17",30.05278,-84.14236,2,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"217","September",2006,"St Marks","SMAR17",30.05278,-84.14236,2,"DSIM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"218","September",2006,"St Marks","SMAR17",30.05278,-84.14236,2,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"219","September",2006,"St Marks","SMAR17",30.05278,-84.14236,3,"TTES","4",NA,NA,"Seagrass","4","4","1","LIGHT",NA,NA,NA,"MUD/SHELL"
"220","September",2006,"St Marks","SMAR17",30.05278,-84.14236,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"221","September",2006,"St Marks","SMAR17",30.05278,-84.14236,3,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"222","September",2006,"St Marks","SMAR17",30.05278,-84.14236,4,"TTES","4",NA,NA,"Seagrass","4","4","1","LIGHT",NA,NA,NA,"MUD/SHELL"
"223","September",2006,"St Marks","SMAR17",30.05278,-84.14236,4,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"224","September",2006,"St Marks","SMAR17",30.05278,-84.14236,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"225","September",2006,"St Marks","SMAR17",30.05278,-84.14236,4,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"226","September",2006,"St Marks","SMAR18",30.05541,-84.12576,1,"TTES","2",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"227","September",2006,"St Marks","SMAR18",30.05541,-84.12576,1,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"228","September",2006,"St Marks","SMAR18",30.05541,-84.12576,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"229","September",2006,"St Marks","SMAR18",30.05541,-84.12576,2,"TTES","3",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"230","September",2006,"St Marks","SMAR18",30.05541,-84.12576,2,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"231","September",2006,"St Marks","SMAR18",30.05541,-84.12576,2,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"232","September",2006,"St Marks","SMAR18",30.05541,-84.12576,2,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"233","September",2006,"St Marks","SMAR18",30.05541,-84.12576,3,"TTES","3",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"234","September",2006,"St Marks","SMAR18",30.05541,-84.12576,3,"SFIL","4",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"235","September",2006,"St Marks","SMAR18",30.05541,-84.12576,3,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"236","September",2006,"St Marks","SMAR18",30.05541,-84.12576,3,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"237","September",2006,"St Marks","SMAR18",30.05541,-84.12576,4,"TTES","3",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"238","September",2006,"St Marks","SMAR18",30.05541,-84.12576,4,"SFIL","4",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"239","September",2006,"St Marks","SMAR18",30.05541,-84.12576,4,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"240","September",2006,"St Marks","SMAR18",30.05541,-84.12576,4,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"241","September",2006,"St Marks","SMAR19",30.05541,-84.12576,1,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"242","September",2006,"St Marks","SMAR19",30.05745,-84.10857,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"243","September",2006,"St Marks","SMAR19",30.05745,-84.10857,2,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"244","September",2006,"St Marks","SMAR19",30.05745,-84.10857,2,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"245","September",2006,"St Marks","SMAR19",30.05745,-84.10857,2,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"246","September",2006,"St Marks","SMAR19",30.05745,-84.10857,3,"TTES","4",NA,NA,"Seagrass","4","4","1","LIGHT",NA,NA,NA,"MUD/SHELL"
"247","September",2006,"St Marks","SMAR19",30.05745,-84.10857,3,"DSIM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"248","September",2006,"St Marks","SMAR19",30.05745,-84.10857,3,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"249","September",2006,"St Marks","SMAR19",30.05745,-84.10857,4,"TTES","4",NA,NA,"Seagrass","4","4",NA,"LIGHT",NA,NA,NA,"MUD/SHELL"
"250","September",2006,"St Marks","SMAR19",30.05745,-84.10857,4,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"251","September",2006,"St Marks","SMAR19",30.05745,-84.10857,4,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"252","September",2006,"St Marks","SMAR19",30.05745,-84.10857,4,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"253","September",2006,"St Marks","SMAR20",30.05676,-84.09095,1,"TTES","3",NA,NA,"Seagrass","4","4","1","LIGHT",NA,NA,NA,"SAND/MUD/SHELL"
"254","September",2006,"St Marks","SMAR20",30.05676,-84.09095,1,"HENG","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"255","September",2006,"St Marks","SMAR20",30.05676,-84.09095,1,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"256","September",2006,"St Marks","SMAR20",30.05676,-84.09095,1,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"257","September",2006,"St Marks","SMAR20",30.05676,-84.09095,2,"TTES","3",NA,NA,"Seagrass","3","3",NA,"LIGHT",NA,NA,NA,"SAND/MUD/SHELL"
"258","September",2006,"St Marks","SMAR20",30.05676,-84.09095,2,"HENG","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"259","September",2006,"St Marks","SMAR20",30.05676,-84.09095,2,"DRIFT","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"260","September",2006,"St Marks","SMAR20",30.05676,-84.09095,3,"TTES","3",NA,NA,"Seagrass","3","3",NA,"LIGHT",NA,NA,NA,"SAND/MUD/SHELL"
"261","September",2006,"St Marks","SMAR20",30.05676,-84.09095,3,"SFIL","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"262","September",2006,"St Marks","SMAR20",30.05676,-84.09095,3,"HENG","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"263","September",2006,"St Marks","SMAR20",30.05676,-84.09095,3,"DRIFT","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"264","September",2006,"St Marks","SMAR20",30.05676,-84.09095,4,"TTES","2",NA,NA,"Seagrass","3","3",NA,"LIGHT",NA,NA,NA,"SAND/MUD/MUCK"
"265","September",2006,"St Marks","SMAR20",30.05676,-84.09095,4,"HENG","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"266","September",2006,"St Marks","SMAR20",30.05676,-84.09095,4,"DRIFT","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"267","September",2006,"St Marks","SMAR21",30.05761,-84.07223,1,"TTES","4",NA,NA,"Seagrass","4","4","1","MODERATE",NA,NA,NA,"SAND/MUD"
"268","September",2006,"St Marks","SMAR21",30.05761,-84.07223,1,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"269","September",2006,"St Marks","SMAR21",30.05761,-84.07223,1,"HENG","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"270","September",2006,"St Marks","SMAR21",30.05761,-84.07223,1,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"271","September",2006,"St Marks","SMAR21",30.05761,-84.07223,1,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"272","September",2006,"St Marks","SMAR21",30.05761,-84.07223,2,"TTES","3",NA,NA,"Seagrass","4","4",NA,"MODERATE",NA,NA,NA,"SAND/MUD"
"273","September",2006,"St Marks","SMAR21",30.05761,-84.07223,2,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"274","September",2006,"St Marks","SMAR21",30.05761,-84.07223,2,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"275","September",2006,"St Marks","SMAR21",30.05761,-84.07223,3,"TTES","3",NA,NA,"Seagrass","4","4","1","MODERATE",NA,NA,NA,"SAND/MUD"
"276","September",2006,"St Marks","SMAR21",30.05761,-84.07223,3,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"277","September",2006,"St Marks","SMAR21",30.05761,-84.07223,3,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"278","September",2006,"St Marks","SMAR21",30.05761,-84.07223,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"279","September",2006,"St Marks","SMAR21",30.05761,-84.07223,3,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"280","September",2006,"St Marks","SMAR21",30.05761,-84.07223,4,"TTES","3",NA,NA,"Seagrass","4","3","1","MODERATE",NA,NA,NA,"SAND/MUD"
"281","September",2006,"St Marks","SMAR21",30.05761,-84.07223,4,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"282","September",2006,"St Marks","SMAR21",30.05761,-84.07223,4,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"283","September",2006,"St Marks","SMAR21",30.05761,-84.07223,4,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"284","September",2006,"St Marks","SMAR21",30.05761,-84.07223,4,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"285","September",2006,"St Marks","SMAR22",30.05926,-84.05395,1,"SFIL","1",NA,NA,"Seagrass","1","1","1","CLEAN",NA,NA,NA,"SAND/MUD/SHELL"
"286","September",2006,"St Marks","SMAR22",30.05926,-84.05395,1,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"287","September",2006,"St Marks","SMAR22",30.05926,-84.05395,1,"ACRE","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"288","September",2006,"St Marks","SMAR22",30.05926,-84.05395,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"289","September",2006,"St Marks","SMAR22",30.05926,-84.05395,1,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"290","September",2006,"St Marks","SMAR22",30.05926,-84.05395,2,"SFIL","1",NA,NA,"Seagrass","2","2","1","CLEAN",NA,NA,NA,"SAND/MUD/SHELL"
"291","September",2006,"St Marks","SMAR22",30.05926,-84.05395,2,"HENG","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"292","September",2006,"St Marks","SMAR22",30.05926,-84.05395,2,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"293","September",2006,"St Marks","SMAR22",30.05926,-84.05395,2,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"294","September",2006,"St Marks","SMAR22",30.05926,-84.05395,3,"SFIL","2",NA,NA,"Seagrass","2","2","1","CLEAN",NA,NA,NA,"SAND/MUD/SHELL"
"295","September",2006,"St Marks","SMAR22",30.05926,-84.05395,3,"HENG","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"296","September",2006,"St Marks","SMAR22",30.05926,-84.05395,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"297","September",2006,"St Marks","SMAR22",30.05926,-84.05395,3,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"298","September",2006,"St Marks","SMAR22",30.05926,-84.05395,4,"SFIL","2",NA,NA,"Seagrass","3","3",NA,"CLEAN",NA,NA,NA,"SAND/MUD/SHELL"
"299","September",2006,"St Marks","SMAR22",30.05926,-84.05395,4,"HENG","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"300","September",2006,"St Marks","SMAR23",30.07869,-84.05362,1,"SFIL","4",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"MUD/SHELL"
"301","September",2006,"St Marks","SMAR23",30.07869,-84.05362,1,"TTES","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"302","September",2006,"St Marks","SMAR23",30.07869,-84.05362,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"303","September",2006,"St Marks","SMAR23",30.07869,-84.05362,2,"SFIL","4",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"MUD/SHELL"
"304","September",2006,"St Marks","SMAR23",30.07869,-84.05362,2,"TTES","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"305","September",2006,"St Marks","SMAR23",30.07869,-84.05362,2,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"306","September",2006,"St Marks","SMAR23",30.07869,-84.05362,2,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"307","September",2006,"St Marks","SMAR23",30.07869,-84.05362,3,"SFIL","4",NA,NA,"Seagrass","5","5","2","MODERATE",NA,NA,NA,"MUD/SHELL"
"308","September",2006,"St Marks","SMAR23",30.07869,-84.05362,3,"TTES","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"309","September",2006,"St Marks","SMAR23",30.07869,-84.05362,3,"HINC","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"310","September",2006,"St Marks","SMAR23",30.07869,-84.05362,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"311","September",2006,"St Marks","SMAR23",30.07869,-84.05362,3,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"312","September",2006,"St Marks","SMAR23",30.07869,-84.05362,4,"SFIL","3",NA,NA,"Seagrass","4","4",NA,"MODERATE",NA,NA,NA,"MUD/SHELL"
"313","September",2006,"St Marks","SMAR23",30.07869,-84.05362,4,"TTES","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"314","September",2006,"St Marks","SMAR23",30.07869,-84.05362,4,"HENG","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"315","September",2006,"St Marks","SMAR23",30.07869,-84.05362,4,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"316","September",2006,"St Marks","SMAR23",30.07869,-84.05362,4,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"317","September",2006,"St Marks","SMAR23",30.07869,-84.05362,4,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"318","September",2006,"St Marks","SMAR24",30.07083,-84.05075,1,"TTES","5",NA,NA,"Seagrass","5","5","1","MODERATE",NA,NA,NA,"MUD/SHELL"
"319","September",2006,"St Marks","SMAR24",30.07083,-84.05075,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"320","September",2006,"St Marks","SMAR24",30.07083,-84.05075,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"321","September",2006,"St Marks","SMAR24",30.07083,-84.05075,1,"CPAS","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"322","September",2006,"St Marks","SMAR24",30.07083,-84.05075,2,"TTES","5",NA,NA,"Seagrass","5","5","1","MODERATE",NA,NA,NA,"MUD/SHELL"
"323","September",2006,"St Marks","SMAR24",30.07083,-84.05075,2,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"324","September",2006,"St Marks","SMAR24",30.07083,-84.05075,2,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"325","September",2006,"St Marks","SMAR24",30.07083,-84.05075,2,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"326","September",2006,"St Marks","SMAR24",30.07083,-84.05075,3,"TTES","5",NA,NA,"Seagrass","4","4","2","MODERATE",NA,NA,NA,"MUD/SHELL"
"327","September",2006,"St Marks","SMAR24",30.07083,-84.05075,3,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"328","September",2006,"St Marks","SMAR24",30.07083,-84.05075,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"329","September",2006,"St Marks","SMAR24",30.07083,-84.05075,3,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"330","September",2006,"St Marks","SMAR24",30.07083,-84.05075,4,"TTES","4",NA,NA,"Seagrass","4","4","2","MODERATE",NA,NA,NA,"MUD"
"331","September",2006,"St Marks","SMAR24",30.07083,-84.05075,4,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"332","September",2006,"St Marks","SMAR24",30.07083,-84.05075,4,"HINC","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"333","September",2006,"St Marks","SMAR24",30.07083,-84.05075,4,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"334","September",2006,"St Marks","SMAR25",30.07035,-84.07165,1,"TTES","5",NA,NA,"Seagrass","5","5","1","MODERATE",NA,NA,NA,"SAND/MUD/SHELL"
"335","September",2006,"St Marks","SMAR25",30.07035,-84.07165,1,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"336","September",2006,"St Marks","SMAR25",30.07035,-84.07165,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"337","September",2006,"St Marks","SMAR25",30.07035,-84.07165,1,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"338","September",2006,"St Marks","SMAR25",30.07035,-84.07165,2,"TTES","5",NA,NA,"Seagrass","5","5","1","MODERATE",NA,NA,NA,"SAND/MUD/SHELL"
"339","September",2006,"St Marks","SMAR25",30.07035,-84.07165,2,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"340","September",2006,"St Marks","SMAR25",30.07035,-84.07165,2,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"341","September",2006,"St Marks","SMAR25",30.07035,-84.07165,2,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"342","September",2006,"St Marks","SMAR25",30.07035,-84.07165,3,"TTES","5",NA,NA,"Seagrass","5","5","3","MODERATE",NA,NA,NA,"SAND/SHELL/MUD"
"343","September",2006,"St Marks","SMAR25",30.07035,-84.07165,3,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"344","September",2006,"St Marks","SMAR25",30.07035,-84.07165,3,"HINC","3",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"345","September",2006,"St Marks","SMAR25",30.07035,-84.07165,3,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"346","September",2006,"St Marks","SMAR25",30.07035,-84.07165,4,"TTES","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"SAND/SHELL/MUD"
"347","September",2006,"St Marks","SMAR25",30.07035,-84.07165,4,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"348","September",2006,"St Marks","SMAR25",30.07035,-84.07165,4,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
