"","Reference","Sampling_Date","Gear_Description","Longitude","Latitude","Scientificname","Commonname","Number_pertow","Number_per100sqm","BottomVegCover","Vegetated","TH_Coverage","SY_Coverage","HA_Coverage"
"183","APM1999050404",1999-05-04,"183m seine",-84.994167,29.714333,"Callinectes sapidus","Blue Crab",16,0.388349514563107,20,1,0,0,20
"184","APM1999051004",1999-05-10,"183m seine",-84.965333,29.632167,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"185","APM1999060102",1999-06-01,"183m seine",-84.8485,29.672833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"186","APM1999060701",1999-06-07,"183m seine",-84.6495,29.783167,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"187","APM1999060801",1999-06-08,"183m seine",-84.950667,29.726167,"Callinectes sapidus","Blue Crab",5,0.121359223300971,0,0,0,0,0
"188","APM1999060904",1999-06-09,"183m seine",-85.084167,29.62,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"189","APM1999060905",1999-06-09,"183m seine",-85.080833,29.618333,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,10,1,0,0,10
"190","APM1999061101",1999-06-11,"183m seine",-84.974333,29.611833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,20,1,0,0,20
"191","APM1999061102",1999-06-11,"183m seine",-84.925833,29.644667,"Callinectes sapidus","Blue Crab",8,0.194174757281553,30,1,0,0,30
"192","APM1999070703",1999-07-07,"183m seine",-84.965,29.615833,"Callinectes sapidus","Blue Crab",19,0.461165048543689,5,1,0,0,5
"193","APM1999070704",1999-07-07,"183m seine",-84.951167,29.6215,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,10,1,0,0,10
"194","APM1999071201",1999-07-12,"183m seine",-84.8955,29.746,"Callinectes sapidus","Blue Crab",18,0.436893203883495,0,0,0,0,0
"195","APM1999071202",1999-07-12,"183m seine",-84.884167,29.768,"Callinectes sapidus","Blue Crab",39,0.946601941747573,100,1,0,0,0
"196","APM1999071203",1999-07-12,"21.3m seine",-84.8585,29.7935,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"197","APM1999071207",1999-07-12,"183m seine",-84.9095,29.783167,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,90,1,0,0,0
"198","APM1999071601",1999-07-16,"183m seine",-84.714167,29.815,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"199","APM1999072804",1999-07-28,"183m seine",-84.753167,29.720667,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,10,1,0,0,10
"200","APM1999080201",1999-08-02,"183m seine",-84.867,29.7915,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,5,1,0,0,0
"201","APM1999080202",1999-08-02,"183m seine",-84.884833,29.767833,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,5,1,0,0,0
"202","APM1999080401",1999-08-04,"183m seine",-84.885667,29.725333,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"203","APM1999080402",1999-08-04,"183m seine",-84.886833,29.656667,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,0,0,0,0,0
"204","APM1999080403",1999-08-04,"183m seine",-84.9315,29.637,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,25,1,0,0,25
"205","APM1999080404",1999-08-04,"183m seine",-84.969167,29.6135,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,25,1,0,0,25
"206","APM1999080405",1999-08-04,"183m seine",-85.012333,29.6035,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"207","APM1999080501",1999-08-05,"183m seine",-84.896833,29.743833,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,0,0,0,0,0
"208","APM1999081101",1999-08-11,"183m seine",-84.845833,29.673,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"209","APM1999081103",1999-08-11,"183m seine",-84.732167,29.731833,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,10,1,0,0,10
"210","APM1999081602",1999-08-16,"183m seine",-84.649833,29.783,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,40,1,0,0,40
"211","APM1999081603",1999-08-16,"183m seine",-84.647333,29.785667,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,50,1,0,0,50
"212","APM1999090103",1999-09-01,"183m seine",-84.906167,29.785333,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,80,1,0,0,0
"213","APM1999090305",1999-09-03,"21.3m seine",-84.9645,29.616,"Callinectes sapidus","Blue Crab",5,3.57142857142857,0,0,0,0,0
"214","APM1999090306",1999-09-03,"21.3m seine",-84.9185,29.650167,"Callinectes sapidus","Blue Crab",1,0.714285714285714,90,1,0,0,90
"215","APM1999090702",1999-09-07,"183m seine",-84.886167,29.656833,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"216","APM1999090802",1999-09-08,"183m seine",-84.837,29.675333,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"217","APM1999090902",1999-09-09,"183m seine",-84.883167,29.7305,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"218","APM1999092303",1999-09-23,"183m seine",-84.396167,29.900667,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"219","APM1999100104",1999-10-01,"183m seine",-84.887333,29.783833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"220","APM1999100105",1999-10-01,"183m seine",-84.9085,29.783,"Callinectes sapidus","Blue Crab",7,0.169902912621359,20,1,0,0,20
"221","APM1999100602",1999-10-06,"183m seine",-85.065833,29.607667,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"222","APM1999101801",1999-10-18,"183m seine",-84.383833,29.899167,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"223","APM1999110202",1999-11-02,"183m seine",-85.2045,29.692167,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"224","APM1999110203",1999-11-02,"183m seine",-85.1995,29.6955,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"225","APM1999110804",1999-11-08,"183m seine",-84.993667,29.605833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,10,1,0,0,10
"226","APM1999110902",1999-11-09,"183m seine",-84.873,29.787,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"227","APM1999110904",1999-11-09,"21.3m seine",-84.888667,29.761333,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"228","APM1999120604",1999-12-06,"183m seine",-84.778333,29.699167,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,50,1,0,0,50
"229","APM1999120801",1999-12-08,"183m seine",-85.001833,29.713,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,25,1,0,0,25
"230","APM1999120902",1999-12-09,"183m seine",-85.089,29.639,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"231","APM1999121002",1999-12-10,"21.3m seine",-84.893,29.750833,"Callinectes sapidus","Blue Crab",2,1.42857142857143,0,0,0,0,0
"232","APM1999121007",1999-12-10,"21.3m seine",-85.060833,29.608333,"Callinectes sapidus","Blue Crab",2,1.42857142857143,40,1,0,0,40
"233","APM1999121603",1999-12-16,"183m seine",-84.872333,29.786833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,35,1,0,0,0
"234","APM2000011102",2000-01-11,"21.3m seine",-85.159667,29.704833,"Callinectes sapidus","Blue Crab",2,1.42857142857143,0,0,0,0,0
"235","APM2000011201",2000-01-12,"21.3m seine",-84.9495,29.622833,"Callinectes sapidus","Blue Crab",5,3.57142857142857,80,1,0,0,80
"236","APM2000011205",2000-01-12,"21.3m seine",-84.924,29.646667,"Callinectes sapidus","Blue Crab",1,0.714285714285714,25,1,0,0,25
"237","APM2000011304",2000-01-13,"183m seine",-84.888667,29.761167,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"238","APM2000012001",2000-01-20,"183m seine",-84.679667,29.829833,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"239","APM2000012002",2000-01-20,"183m seine",-84.6855,29.821833,"Callinectes sapidus","Blue Crab",7,0.169902912621359,0,0,0,0,0
"240","APM2000020403",2000-02-04,"21.3m seine",-84.410667,29.904833,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"241","APM2000020405",2000-02-04,"183m seine",-84.439667,29.918167,"Limulus polyphemus","Horseshoe Crab",1,0.0242718446601942,0,0,0,0,0
"242","APM2000020702",2000-02-07,"183m seine",-84.898833,29.713667,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,0,0,0,0,0
"243","APM2000020803",2000-02-08,"21.3m seine",-84.818167,29.753333,"Callinectes sapidus","Blue Crab",1,0.714285714285714,25,1,0,0,25
"244","APM2000022303",2000-02-23,"21.3m seine",-84.910333,29.772,"Callinectes sapidus","Blue Crab",10,7.14285714285714,0,0,0,0,0
"245","APM2000022502",2000-02-25,"21.3m seine",-84.945,29.625167,"Callinectes sapidus","Blue Crab",4,2.85714285714286,0,0,0,0,0
"246","APM2000022503",2000-02-25,"183m seine",-84.967833,29.614167,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,60,1,0,0,60
"247","APM2000022504",2000-02-25,"183m seine",-85.0025,29.602,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"248","APM2000022507",2000-02-25,"21.3m seine",-85.081833,29.701667,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"249","APM2000030201",2000-03-02,"183m seine",-84.8865,29.657,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"250","APM2000030202",2000-03-02,"183m seine",-84.9645,29.616833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"251","APM2000030204",2000-03-02,"21.3m seine",-85.002333,29.605833,"Callinectes sapidus","Blue Crab",15,10.7142857142857,25,1,0,0,25
"252","APM2000030205",2000-03-02,"183m seine",-85.002333,29.713,"Callinectes sapidus","Blue Crab",6,0.145631067961165,0,0,0,0,0
"253","APM2000030601",2000-03-06,"21.3m seine",-84.8795,29.770167,"Callinectes sapidus","Blue Crab",13,9.28571428571429,0,0,0,0,0
"254","APM2000030605",2000-03-06,"183m seine",-84.9165,29.733,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"255","APM2000031001",2000-03-10,"21.3m seine",-84.783333,29.698167,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"256","APM2000040501",2000-04-05,"21.3m seine",-85.218,29.681,"Callinectes sapidus","Blue Crab",5,3.57142857142857,0,0,0,0,0
"257","APM2000040508",2000-04-05,"183m seine",-85.2025,29.682833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"258","APM2000040602",2000-04-06,"183m seine",-84.887,29.656833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"259","APM2000040701",2000-04-07,"183m seine",-84.878667,29.795,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"260","APM2000041003",2000-04-10,"21.3m seine",-84.785,29.776333,"Callinectes sapidus","Blue Crab",1,0.714285714285714,20,1,0,0,20
"261","APM2000041104",2000-04-11,"183m seine",-84.774833,29.7125,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"262","APM2000041704",2000-04-17,"183m seine",-84.490333,29.91,"Limulus polyphemus","Horseshoe Crab",1,0.0242718446601942,0,0,0,0,0
"263","APM2000050102",2000-05-01,"183m seine",-85.002,29.604667,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,0,0,0,0,0
"264","APM2000050206",2000-05-02,"183m seine",-85.094,29.6395,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"265","APM2000050906",2000-05-09,"183m seine",-84.672,29.8175,"Callinectes sapidus","Blue Crab",5,0.121359223300971,100,1,0,0,0
"266","APM2000060101",2000-06-01,"183m seine",-84.995833,29.714,"Callinectes sapidus","Blue Crab",20,0.485436893203883,50,1,0,0,0
"267","APM2000060102",2000-06-01,"183m seine",-84.8725,29.779167,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,30,1,0,0,0
"268","APM2000060104",2000-06-01,"183m seine",-84.864333,29.797,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,30,1,0,0,0
"269","APM2000060105",2000-06-01,"21.3m seine",-84.911667,29.759667,"Callinectes sapidus","Blue Crab",3,2.14285714285714,80,1,0,0,0
"270","APM2000060501",2000-06-05,"21.3m seine",-85.093167,29.643833,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"271","APM2000060701",2000-06-07,"183m seine",-84.709167,29.752333,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,50,1,0,0,45
"272","APM2000061202",2000-06-12,"183m seine",-84.470667,29.922,"Callinectes similis","Lesser Blue Crab",1,0.0242718446601942,0,0,0,0,0
"273","APM2000070605",2000-07-06,"183m seine",-85.031167,29.5975,"Callinectes sapidus","Blue Crab",29,0.703883495145631,40,1,0,0,40
"274","APM2000070606",2000-07-06,"183m seine",-84.989167,29.607167,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,10,1,0,0,10
"275","APM2000070701",2000-07-07,"183m seine",-84.905333,29.735167,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,0,0,0,0,0
"276","APM2000071202",2000-07-12,"183m seine",-84.8065,29.75,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,80,1,0,0,80
"277","APM2000071203",2000-07-12,"183m seine",-84.768167,29.711,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,30,1,0,0,30
"278","APM2000071204",2000-07-12,"183m seine",-84.762833,29.715167,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,30,1,0,0,30
"279","APM2000071205",2000-07-12,"21.3m seine",-84.762833,29.715167,"Callinectes sapidus","Blue Crab",1,0.714285714285714,30,1,0,0,30
"280","APM2000080201",2000-08-02,"21.3m seine",-84.676833,29.846667,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"281","APM2000080202",2000-08-02,"21.3m seine",-84.686,29.850333,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"282","APM2000080302",2000-08-03,"183m seine",-84.827167,29.677667,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,25,1,0,0,25
"283","APM2000080802",2000-08-08,"183m seine",-84.423167,29.9065,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"284","APM2000080804",2000-08-08,"183m seine",-84.426,29.925333,"Callinectes sapidus","Blue Crab",6,0.145631067961165,100,1,50,0,50
"285","APM2000080804",2000-08-08,"183m seine",-84.426,29.925333,"Callinectes similis","Lesser Blue Crab",1,0.0242718446601942,100,1,50,0,50
"286","APM2000080905",2000-08-09,"183m seine",-85.094333,29.641,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,0,0,0,0,0
"287","APM2000080906",2000-08-09,"183m seine",-85.028,29.613667,"Callinectes sapidus","Blue Crab",6,0.145631067961165,30,1,0,0,30
"288","APM2000081104",2000-08-11,"183m seine",-84.9105,29.733833,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"289","APM2000091401",2000-09-14,"183m seine",-85.197333,29.683,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"290","APM2000091404",2000-09-14,"183m seine",-85.096833,29.685833,"Menippe spp.","Stone Crab",1,0.0242718446601942,0,0,0,0,0
"291","APM2000091405",2000-09-14,"183m seine",-85.092,29.647,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,5,1,5,0,0
"292","APM2000091501",2000-09-15,"183m seine",-84.992833,29.7145,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"293","APM2000091503",2000-09-15,"183m seine",-84.920167,29.648667,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,90,1,0,0,90
"294","APM2000091504",2000-09-15,"183m seine",-85.001667,29.713,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,0,0,0,0,0
"295","APM2000092602",2000-09-26,"183m seine",-84.785,29.776667,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,50,1,0,0,50
"296","APM2000100503",2000-10-05,"183m seine",-85.093833,29.641333,"Callinectes sapidus","Blue Crab",6,0.145631067961165,0,0,0,0,0
"297","APM2000101205",2000-10-12,"21.3m seine",-84.886333,29.6565,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"298","APM2000102001",2000-10-20,"183m seine",-84.613833,29.866833,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,25,1,0,0,25
"299","APM2000110103",2000-11-01,"183m seine",-85.150333,29.681,"Menippe spp.","Stone Crab",1,0.0242718446601942,0,0,0,0,0
"300","APM2000110201",2000-11-02,"183m seine",-84.951167,29.622,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,25,1,0,0,25
"301","APM2000110202",2000-11-02,"183m seine",-84.967667,29.6145,"Callinectes sapidus","Blue Crab",5,0.121359223300971,50,1,0,0,50
"302","APM2000110205",2000-11-02,"21.3m seine",-85.079667,29.6205,"Callinectes sapidus","Blue Crab",1,0.714285714285714,50,1,0,0,50
"303","APM2000110305",2000-11-03,"21.3m seine",-84.893833,29.7235,"Callinectes sapidus","Blue Crab",1,0.714285714285714,25,1,0,0,0
"304","APM2000112004",2000-11-20,"183m seine",-84.680667,29.830167,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,10,1,0,0,10
"305","APM2000112004",2000-11-20,"183m seine",-84.680667,29.830167,"Callinectes similis","Lesser Blue Crab",1,0.0242718446601942,10,1,0,0,10
"306","APM2000112004",2000-11-20,"183m seine",-84.680667,29.830167,"Menippe spp.","Stone Crab",1,0.0242718446601942,10,1,0,0,10
"307","APM2000120404",2000-12-04,"183m seine",-85.093333,29.6435,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"308","APM2000120406",2000-12-04,"183m seine",-84.957167,29.619333,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,20,1,0,0,20
"309","APM2000120701",2000-12-07,"21.3m seine",-84.806833,29.766167,"Callinectes sapidus","Blue Crab",1,0.714285714285714,50,1,0,0,50
"310","APM2000121216",2000-12-12,"21.3m seine",-84.996833,29.7135,"Callinectes sapidus","Blue Crab",2,1.42857142857143,0,0,0,0,0
"311","APM2001010204",2001-01-04,"183m seine",-84.88625,29.657067,"Menippe spp.","Stone Crab",1,0.0242718446601942,25,1,0,0,25
"312","APM2001010401",2001-01-09,"6.1m otter trawl",-85.014,29.692033,"Callinectes sapidus","Blue Crab",1,0.000613256144826571,0,0,0,0,0
"313","APM2001010504",2001-01-10,"21.3m seine",-84.97435,29.614117,"Callinectes sapidus","Blue Crab",1,0.714285714285714,50,1,0,0,50
"314","APM2001010612",2001-01-10,"21.3m seine",-84.96505,29.739333,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"315","APM2001010807",2001-01-16,"21.3m seine",-84.677517,29.851533,"Callinectes sapidus","Blue Crab",2,2.94117647058824,0,0,0,0,0
"316","APM2001010808",2001-01-16,"21.3m seine",-84.679733,29.849433,"Callinectes sapidus","Blue Crab",3,4.41176470588235,0,0,0,0,0
"317","APM2001010902",2001-01-17,"183m seine",-84.610633,29.869467,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"318","APM2001011201",2001-01-27,"21.3m seine",-84.874033,29.665733,"Callinectes sapidus","Blue Crab",2,1.42857142857143,0,0,0,0,0
"319","APM2001020307",2001-02-06,"21.3m seine",-85.13335,29.687,"Callinectes sapidus","Blue Crab",17,12.1428571428571,0,0,0,0,0
"320","APM2001020308",2001-02-06,"21.3m seine",-85.036833,29.709083,"Callinectes sapidus","Blue Crab",19,13.5714285714286,0,0,0,0,0
"321","APM2001020507",2001-02-07,"21.3m seine",-84.96785,29.6152,"Callinectes sapidus","Blue Crab",2,1.42857142857143,25,1,0,0,25
"322","APM2001020602",2001-02-07,"21.3m seine",-84.657517,29.8334,"Callinectes sapidus","Blue Crab",1,0.714285714285714,10,1,0,0,10
"323","APM2001020606",2001-02-07,"21.3m seine",-84.767867,29.78375,"Callinectes sapidus","Blue Crab",1,0.714285714285714,10,1,0,0,10
"324","APM2001020607",2001-02-07,"21.3m seine",-84.779517,29.778083,"Callinectes sapidus","Blue Crab",3,2.14285714285714,25,1,0,0,25
"325","APM2001030103",2001-03-01,"183m seine",-84.886817,29.65705,"Callinectes sapidus","Blue Crab",8,0.194174757281553,0,0,0,0,0
"326","APM2001030104",2001-03-01,"183m seine",-84.95735,29.6193,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,30,1,0,0,30
"327","APM2001030204",2001-03-02,"183m seine",-85.092183,29.6458,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"328","APM2001030305",2001-03-05,"21.3m seine",-84.685833,29.850333,"Callinectes sapidus","Blue Crab",4,5.88235294117647,0,0,0,0,0
"329","APM2001030306",2001-03-05,"21.3m seine",-84.6797,29.84995,"Callinectes sapidus","Blue Crab",5,7.35294117647059,0,0,0,0,0
"330","APM2001030307",2001-03-05,"21.3m seine",-84.676733,29.851517,"Callinectes sapidus","Blue Crab",5,7.35294117647059,0,0,0,0,0
"331","APM2001030504",2001-03-08,"21.3m seine",-84.73445,29.7494,"Callinectes sapidus","Blue Crab",1,0.714285714285714,75,1,0,0,75
"332","APM2001030601",2001-03-12,"21.3m seine",-84.660383,29.836517,"Callinectes sapidus","Blue Crab",8,5.71428571428571,0,0,0,0,0
"333","APM2001030602",2001-03-12,"21.3m seine",-84.658733,29.834383,"Callinectes sapidus","Blue Crab",5,3.57142857142857,70,1,0,0,70
"334","APM2001030603",2001-03-12,"21.3m seine",-84.75505,29.721183,"Callinectes sapidus","Blue Crab",2,1.42857142857143,60,1,0,0,60
"335","APM2001030606",2001-03-12,"21.3m seine",-84.8456,29.6734,"Callinectes sapidus","Blue Crab",3,2.14285714285714,70,1,0,0,70
"336","APM2001030607",2001-03-12,"21.3m seine",-84.868017,29.666333,"Callinectes sapidus","Blue Crab",18,12.8571428571429,0,0,0,0,0
"337","APM2001030704",2001-03-13,"21.3m seine",-84.967233,29.614783,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"338","APM2001030705",2001-03-13,"21.3m seine",-84.967283,29.615067,"Callinectes sapidus","Blue Crab",5,3.57142857142857,0,0,0,0,0
"339","APM2001030904",2001-03-16,"21.3m seine",-84.737367,29.802633,"Callinectes sapidus","Blue Crab",11,7.85714285714286,0,0,0,0,0
"340","APM2001030904",2001-03-16,"21.3m seine",-84.737367,29.802633,"Menippe spp.","Stone Crab",1,0.714285714285714,0,0,0,0,0
