OBJECTID,Survey,StartDepth,Lat_DD,Long_DD,SDate,Depth_1,Temp_1,pH_1,Salinity_1,DisO2_1,Depth_2,Temp_2,pH_2,Salinity_2,DisO2_2,BttmType1,BttmType2,BttmType3,BttmType4,BttmVeg1,BV1_PercComp,BttmVeg2,BV2_PercComp,BttmVeg3,BV3_PercComp,BttmVeg4,BV4_PercComp,BV_TotalCover
125,FKM06080104,0.7000000,24.715633333333333,-81.036799999999999,8/16/2006 11:13:00,0.7000000,31.3999996,7.5000000,36.0999985,15.0000000,0.2000000,31.1000004,7.5999999,37.2000008,13.6999998,M,,,,TH,X,,,,,,,100
126,FKM06080105,0.6000000,24.702750000000002,-81.072333333333333,8/16/2006 11:48:00,0.6000000,31.8999996,7.5999999,37.4000015,15.5000000,0.2000000,31.8999996,7.5999999,37.4000015,15.5000000,S,,,,TH,X,,,,,,,100
127,FKM06080106,0.4000000,24.686483333333335,-81.092583333333337,8/16/2006 12:15:00,0.4000000,32.5000000,7.8000002,35.5999985,16.3999996,,,,,,S,,,,TH,X,,,,,,,90
128,FKM06080107,0.7000000,24.686433333333333,-81.100666666666669,8/16/2006 12:41:00,0.7000000,31.7999992,7.6999998,36.7999992,15.6999998,0.2000000,31.6000004,7.6999998,36.9000015,15.3999996,M,,,,TH,X,,,,,,,100
129,FKM06080201,0.5000000,24.746883333333333,-80.967150000000004,8/17/2006 9:00:00,0.5000000,29.7999992,7.8000002,37.7000008,8.8000002,,,,,,S,,,,TH,X,,,,,,,100
130,FKM06080203,0.6000000,24.731683333333333,-80.994349999999997,8/17/2006 11:00:00,0.6000000,31.2999992,7.5000000,37.5000000,14.1000004,0.2000000,31.2000008,7.5000000,37.4000015,13.6999998,M,,,,TH,5,LA,5,,,,,100
131,FKM06080202,0.7000000,24.727200000000000,-81.005116666666666,8/17/2006 10:00:00,0.7000000,30.6000004,7.6999998,37.5000000,13.1999998,0.2000000,30.7999992,7.5999999,37.4000015,10.6999998,S,,,,TH,X,,,,,,,80
132,FKM06090101,0.5000000,24.763166666666667,-80.944950000000006,9/26/2006 9:40:00,0.5000000,29.6000004,7.5999999,37.4000015,4.3000002,,,,,,M,,,,TH,X,,,,,,,100
133,FKM06090102,0.6000000,24.757383333333333,-80.955100000000002,9/26/2006 10:20:00,0.2000000,30.7999992,7.5999999,37.2000008,5.5999999,0.6000000,30.5000000,7.5999999,37.2999992,5.3000002,S,,,,HA,X,,,,,,,90
134,FKM06090103,0.5000000,24.748833333333334,-80.965916666666672,9/26/2006 11:01:00,0.5000000,30.6000004,7.5000000,37.4000015,5.4000001,,,,,,S,,,,TH,7,HA,3,,,,,100
135,FKM06090104,0.5000000,24.731133333333332,-80.996916666666664,9/26/2006 11:45:00,0.5000000,31.2999992,7.4000001,37.2999992,5.9000001,,,,,,S,,,,TH,5,HA,5,,,,,100
136,FKM06090105,0.7000000,24.729666666666667,-81.000433333333334,9/26/2006 12:48:00,0.2000000,31.7999992,6.9000001,37.2999992,7.0000000,0.7000000,31.7000008,7.0000000,37.2999992,6.4000001,S,,,,TH,X,,,,,,,100
137,FKM06090201,0.6000000,24.712233333333334,-81.031766666666670,9/27/2006 9:11:00,0.2000000,30.3999996,7.4000001,37.2000008,4.0999999,0.6000000,30.3999996,7.8000002,37.2000008,4.0000000,S,,,,TH,X,,,,,,,100
138,FKM06090202,0.7000000,24.714300000000001,-81.037450000000007,9/27/2006 9:46:00,0.2000000,30.5000000,7.8000002,37.2999992,5.6999998,0.7000000,30.5000000,7.8000002,37.2999992,5.0000000,S,,,,AC,7,TH,3,,,,,100
139,FKM06090203,0.8000000,24.704899999999999,-81.072633333333329,9/27/2006 10:20:00,0.2000000,30.6000004,7.6999998,37.7000008,5.4000001,0.8000000,30.2999992,7.8000002,37.7999992,5.0000000,M,,,,HA,X,,,,,,,80
140,FKM06090204,0.7000000,24.688800000000001,-81.098616666666672,9/27/2006 11:17:00,0.2000000,30.7000008,7.5999999,37.5999985,6.8000002,0.7000000,30.6000004,7.5999999,37.5999985,6.4000001,M,,,,TH,X,,,,,,,100
141,FKM06090205,0.8000000,24.687316666666668,-81.103483333333330,9/27/2006 12:04:00,0.2000000,31.7999992,7.5000000,37.4000015,7.0000000,0.8000000,31.7999992,7.5000000,37.4000015,6.8000002,M,,,,TH,X,,,,,,,100
142,FKM06100101,1.2000000,24.747083333333332,-80.966966666666664,10/17/2006 9:30:00,1.2000000,26.0000000,8.1000004,36.9000015,5.4000001,0.2000000,26.0000000,8.1000004,36.7999992,5.5999999,S,,,,HA,9,TH,1,,,,,70
143,FKM06100102,0.7000000,24.762616666666666,-80.945433333333327,10/17/2006 9:51:00,0.2000000,26.5000000,8.0000000,36.7999992,5.5999999,0.7000000,26.5000000,8.0000000,36.7999992,5.5000000,S,,,,TH,X,,,,,,,90
144,FKM06100103,0.8000000,24.752983333333333,-80.960999999999999,10/17/2006 10:40:00,0.2000000,25.6000004,7.9000001,36.7999992,6.4000001,0.8000000,25.6000004,7.9000001,36.9000015,6.5000000,S,,,,TH,X,,,,,,,100
145,FKM06100104,0.7000000,24.732250000000001,-80.994100000000003,10/17/2006 11:15:00,0.2000000,26.3999996,8.0000000,36.7999992,6.4000001,0.7000000,26.3999996,8.0000000,36.7999992,6.5999999,S,,,,TH,X,,,,,,,80
146,FKM06100105,0.8000000,24.728133333333332,-81.003299999999996,10/17/2006 11:44:00,0.7000000,26.8999996,7.9000001,37.0000000,7.0000000,0.2000000,26.7999992,7.9000001,36.9000015,6.9000001,S,,,,TH,X,,,,,,,100
147,FKM06100106,0.7000000,24.715683333333335,-81.028566666666663,10/17/2006 12:30:00,0.7000000,27.0000000,7.9000001,36.7999992,5.8000002,0.2000000,27.0000000,7.9000001,36.7999992,5.8000002,S,,,,TH,X,,,,,,,100
148,FKM06100107,1.0000000,24.714350000000000,-81.037949999999995,10/17/2006 13:16:00,0.2000000,28.2999992,8.0000000,36.7000008,8.3000002,1.0000000,28.2000008,8.0000000,36.7999992,8.5000000,S,,,,TH,X,,,,,,,90
149,FKM06100108,0.7000000,24.705400000000001,-81.071950000000001,10/17/2006 13:47:00,0.2000000,28.3999996,8.1999998,36.9000015,10.3999996,0.7000000,28.7000008,8.1999998,37.2000008,10.1000004,M,,,,TH,X,,,,,,,100
150,FKM06100109,0.6000000,24.687600000000000,-81.099000000000004,10/17/2006 14:22:00,0.6000000,29.0000000,8.1999998,37.0999985,10.1000004,0.2000000,28.7000008,8.1999998,36.7999992,10.6000004,S,,,,TH,X,,,,,,,100
151,FKM06100110,0.7000000,24.686650000000000,-81.106033333333329,10/17/2006 14:57:00,0.2000000,29.2999992,8.1999998,37.0000000,10.3000002,0.7000000,28.7000008,8.1999998,36.9000015,11.0000000,S,,,,TH,X,,,,,,,100
152,FKM06110101,0.8000000,24.687833333333334,-81.101183333333339,11/2/2006 9:08:00,0.2000000,26.7000008,8.0000000,37.0000000,3.5000000,0.8000000,26.7000008,7.9000001,37.0000000,3.5000000,M,,,,TH,X,,,,,,,100
153,FKM06110102,0.8000000,24.687266666666666,-81.099100000000007,11/2/2006 10:00:00,0.2000000,26.6000004,8.0000000,36.9000015,4.1999998,0.8000000,26.7000008,8.0000000,36.9000015,4.0000000,S,,,,TH,X,,,,,,,100
154,FKM06110103,0.4000000,24.701083333333333,-81.074216666666672,11/2/2006 10:43:00,0.5000000,26.5000000,7.8000002,36.9000015,4.3000002,,,,,,S,,,,HA,5,TH,5,,,,,100
155,FKM06110104,0.7000000,24.715900000000001,-81.035783333333328,11/2/2006 11:25:00,0.2000000,26.6000004,8.1000004,36.7999992,5.0000000,0.7000000,26.7000008,8.1000004,36.7999992,4.9000001,S,,,,TH,X,,,,,,,100
156,FKM06110105,0.7000000,24.715716666666665,-81.030799999999999,11/2/2006 12:09:00,0.2000000,26.2000008,8.0000000,37.0999985,5.1999998,0.7000000,26.2000008,8.1000004,37.0999985,5.0000000,M,,,,TH,X,,,,,,,100
157,FKM06110201,0.8000000,24.761050000000001,-80.948783333333338,11/9/2006 11:00:00,0.2000000,25.5000000,8.0000000,37.2000008,6.8000002,0.8000000,25.7000008,7.9000001,37.5000000,6.6999998,S,,,,TH,8,HA,2,,,,,100
158,FKM06110202,0.8000000,24.750933333333332,-80.963766666666672,11/9/2006 11:47:00,0.2000000,26.3999996,8.1000004,37.0000000,7.6999998,0.8000000,26.5000000,8.1999998,36.9000015,9.5000000,S,,,,TH,6,HA,4,,,,,100
159,FKM06110203,1.0000000,24.747516666666666,-80.965800000000002,11/9/2006 13:00:00,0.2000000,26.6000004,8.1000004,37.0000000,8.1000004,1.0000000,26.6000004,8.1000004,37.0000000,8.6000004,S,,,,TH,8,AC,2,,,,,95
160,FKM06110301,0.5000000,24.729450000000000,-81.000833333333333,11/15/2006 12:48:00,0.5000000,27.7999992,8.0000000,37.2999992,8.3999996,,,,,,S,,,,HA,8,TH,2,,,,,90
161,FKM06110302,0.5000000,24.730699999999999,-80.998433333333338,11/15/2006 13:57:00,0.5000000,28.2999992,8.1000004,37.2999992,9.1000004,,,,,,S,,,,HA,5,TH,5,,,,,100
162,FKM06120101,0.8000000,24.747299999999999,-80.966983333333332,12/18/2006 9:32:00,0.8000000,23.2000008,8.0000000,36.7999992,5.9000001,0.2000000,23.2000008,7.9000001,36.9000015,5.5000000,M,,,,TH,X,,,,,,,100
163,FKM06120102,0.6000000,24.763366666666666,-80.943950000000001,12/18/2006 10:04:00,0.6000000,23.7000008,8.0000000,36.9000015,7.1999998,0.2000000,23.6000004,8.0000000,36.9000015,7.3000002,M,,,,TH,X,,,,,,,97
164,FKM06120103,0.6000000,24.750716666666666,-80.962633333333329,12/18/2006 10:26:00,0.6000000,23.3999996,8.0000000,37.2000008,7.0000000,0.2000000,23.3999996,8.0000000,37.2000008,7.0000000,M,,,,TH,X,,,,,,,70
165,FKM06120104,0.6000000,24.731349999999999,-80.996250000000003,12/18/2006 10:54:00,0.6000000,23.7000008,7.9000001,36.5000000,7.6999998,0.2000000,23.7000008,7.9000001,36.4000015,7.6999998,M,,,,TH,X,,,,,,,98
166,FKM06120105,0.5000000,24.728300000000001,-81.002849999999995,12/18/2006 11:11:00,0.5000000,24.1000004,8.1000004,36.9000015,9.0000000,,,,,,M,,,,TH,X,,,,,,,80
176,FKM08020108,0.7000000,24.705316666666668,-81.071100000000001,2/7/2008 13:15:00,0.2000000,28.0000000,8.1000004,38.0999985,11.3999996,0.7000000,27.7999992,8.1000004,38.0999985,12.3999996,S,,,,TH,6,SY,4,,,,,100
177,FKM08020109,0.7000000,24.686866666666667,-81.097333333333339,2/7/2008 13:57:00,0.2000000,27.5000000,7.9000001,38.0000000,9.6999998,0.7000000,27.5000000,7.9000001,37.2999992,10.0000000,M,,,,TH,X,,,,,,,100
178,FKM08020110,0.4000000,24.686666666666667,-81.103466666666662,2/7/2008 14:20:00,0.4000000,28.1000004,7.9000001,37.9000015,9.8999996,,,,,,S,,,,TH,X,,,,,,,100
179,FKM08030101,0.5000000,24.749333333333333,-80.965350000000001,3/6/2008 9:20:00,0.5000000,27.7000008,7.9000001,38.5000000,12.0000000,,,,,,S,,,,TH,7,HA,3,,,,,100
180,FKM08030102,0.5000000,24.762383333333332,-80.945999999999998,3/6/2008 9:50:00,0.5000000,27.0000000,7.9000001,38.5000000,6.1999998,,,,,,S,M,,,TH,X,,,,,,,90
181,FKM08030103,0.4000000,24.751683333333332,-80.962599999999995,3/6/2008 10:15:00,0.4000000,27.3999996,7.9000001,38.5999985,6.6999998,,,,,,S,,,,TH,9,SY,1,,,,,100
182,FKM08030104,0.4000000,24.731283333333334,-80.996433333333329,3/6/2008 10:45:00,0.4000000,27.3999996,7.9000001,38.5000000,7.0000000,,,,,,S,,,,TH,7,AC,3,,,,,100
183,FKM08030105,0.5000000,24.727300000000000,-81.005233333333337,3/6/2008 11:10:00,0.5000000,27.7000008,7.8000002,38.7999992,6.5999999,,,,,,M,,,,HA,5,SY,5,,,,,100
184,FKM08030106,0.7000000,24.715466666666668,-81.032316666666674,3/6/2008 11:45:00,0.2000000,27.2000008,8.1000004,38.2999992,8.3999996,0.7000000,27.2000008,8.0000000,38.2999992,8.3000002,S,,,,TH,9,AC,1,,,,,100
185,FKM08030107,0.6000000,24.715633333333333,-81.036933333333337,3/6/2008 12:15:00,0.2000000,27.6000004,8.1000004,38.2999992,8.6999998,0.6000000,27.7000008,8.1000004,38.2999992,8.8000002,M,S,,,TH,8,AC,2,,,,,90
186,FKM08030108,0.6000000,24.701516666666667,-81.073116666666664,3/6/2008 12:45:00,0.2000000,30.0000000,8.1999998,38.7999992,9.8000002,0.6000000,29.8999996,8.1999998,38.7999992,9.8999996,S,,,,TH,9,AC,1,,,,,100
187,FKM08030109,0.4000000,24.685283333333334,-81.093116666666660,3/6/2008 13:20:00,0.2000000,27.6000004,8.1000004,38.0999985,9.6000004,,,,,,S,,,,TH,X,,,,,,,100
188,FKM08030110,0.5000000,24.686499999999999,-81.102616666666663,3/6/2008 13:40:00,0.2000000,30.2000008,8.1000004,38.2999992,9.1000004,,,,,,S,,,,TH,X,,,,,,,100
189,FKM08040101,0.5000000,24.761483333333334,-80.948049999999995,4/9/2008 9:05:00,0.5000000,25.2999992,7.8000002,36.7999992,6.5999999,,,,,,S,,,,HA,8,TH,2,,,,,100
190,FKM08040102,0.4000000,24.756833333333333,-80.956216666666663,4/9/2008 9:30:00,0.4000000,25.5000000,8.1000004,36.7999992,6.9000001,,,,,,S,,,,HA,X,,,,,,,95
191,FKM08040103,0.6000000,24.747766666666667,-80.967016666666666,4/9/2008 10:10:00,0.2000000,25.8999996,8.0000000,37.0999985,7.6999998,0.6000000,25.8999996,8.0000000,37.0999985,7.8000002,S,M,,,HA,X,,,,,,,100
192,FKM08040104,0.6000000,24.731249999999999,-80.996933333333331,4/9/2008 10:50:00,0.2000000,26.8999996,7.9000001,37.4000015,6.9000001,0.6000000,26.8999996,7.9000001,37.2999992,7.5000000,S,M,,,HA,X,,,,,,,80
193,FKM08040105,0.7000000,24.728966666666668,-81.001549999999995,4/9/2008 11:20:00,0.2000000,26.5000000,8.0000000,37.4000015,7.5000000,0.7000000,26.5000000,8.0000000,37.4000015,7.4000001,S,,,,HA,9,TH,1,,,,,70
194,FKM08040106,1.0000000,24.712550000000000,-81.031949999999995,4/9/2008 12:00:00,0.2000000,26.6000004,8.0000000,37.2999992,7.3000002,1.0000000,26.6000004,8.0000000,37.2999992,7.5999999,S,,,,TH,9,GM,1,,,,,100
195,FKM08040107,1.0000000,24.716166666666666,-81.035133333333334,4/9/2008 12:23:00,0.2000000,26.7999992,8.1000004,37.4000015,8.1000004,1.0000000,26.7999992,8.1000004,37.4000015,8.3000002,S,,,,AC,3,HA,3,TH,2,SY,2,100
196,FKM08040108,0.5000000,24.702816666666667,-81.072966666666673,4/9/2008 13:05:00,0.2000000,27.7999992,8.1999998,36.9000015,9.1999998,,,,,,M,,,,HA,X,,,,,,,95
197,FKM08040109,0.7000000,24.688083333333335,-81.098516666666669,4/9/2008 13:40:00,0.2000000,28.3999996,8.1999998,37.0000000,9.6000004,0.7000000,28.3999996,8.1999998,37.0000000,9.6999998,M,,,,TH,X,,,,,,,100
198,FKM08040110,0.6000000,24.687449999999998,-81.100883333333329,4/9/2008 14:05:00,0.2000000,28.3999996,8.1999998,37.0000000,9.8999996,0.6000000,28.5000000,8.1999998,37.0000000,10.1000004,M,,,,TH,X,,,,,,,100
199,FKM08050101,0.8000000,24.747949999999999,-80.965299999999999,5/7/2008 8:10:00,0.2000000,27.1000004,8.1000004,37.2999992,8.3000002,0.8000000,27.1000004,8.1000004,37.2999992,8.1000004,S,,,,TH,8,AC,2,,,,,100
200,FKM08050102,0.6000000,24.760966666666668,-80.949266666666674,5/7/2008 9:37:00,0.6000000,27.2000008,8.1000004,37.5999985,7.6999998,0.2000000,27.3999996,8.1000004,37.5999985,7.0999999,M,,,,HA,9,TH,1,,,,,90
201,FKM08050103,1.0000000,24.752266666666667,-80.962316666666666,5/7/2008 10:03:00,0.2000000,27.2999992,8.0000000,37.7999992,6.9000001,1.0000000,27.2000008,8.0000000,37.7999992,7.1999998,S,,,,HA,X,,,,,,,70
202,FKM08050104,0.8000000,24.732983333333333,-80.992633333333330,5/7/2008 10:32:00,0.8000000,28.2000008,8.0000000,38.2000008,7.0999999,0.2000000,28.1000004,8.0000000,38.2000008,7.0999999,M,,,,HA,X,,,,,,,100
203,FKM08050105,1.1000000,24.727666666666668,-81.004599999999996,5/7/2008 10:55:00,1.1000000,28.2999992,8.0000000,38.2000008,9.1999998,0.2000000,28.1000004,8.1000004,38.2000008,8.6000004,S,,,,HA,8,TH,1,SY,1,,,100
204,FKM08050106,1.0000000,24.687933333333334,-81.107416666666666,5/7/2008 11:39:00,0.2000000,27.7000008,8.0000000,38.2999992,7.3000002,1.0000000,27.7000008,8.0000000,38.2999992,7.6999998,M,,,,TH,9,HA,1,,,,,100
205,FKM08050107,1.0000000,24.689033333333334,-81.099599999999995,5/7/2008 12:12:00,0.2000000,28.1000004,8.0000000,38.0999985,7.5999999,1.0000000,28.2000008,8.0000000,38.0999985,7.9000001,M,,,,TH,X,,,,,,,100
206,FKM08050108,0.7000000,24.705483333333333,-81.073350000000005,5/7/2008 12:56:00,0.2000000,28.7999992,8.1000004,38.5000000,8.6999998,0.7000000,28.7999992,8.1000004,38.5000000,9.1000004,S,M,,,TH,5,HA,5,,,,,100
207,FKM08050109,0.7000000,24.714866666666666,-81.037899999999993,5/7/2008 13:42:00,0.2000000,28.8999996,8.1999998,37.9000015,9.8999996,0.7000000,29.0000000,8.1000004,37.9000015,10.6999998,S,,,,TH,5,AC,5,,,,,100
208,FKM08050110,0.7000000,24.713400000000000,-81.031266666666667,5/7/2008 14:08:00,0.2000000,28.7000008,8.1999998,37.9000015,10.5000000,0.7000000,28.8999996,8.1999998,37.7999992,10.3000002,S,,,,TH,X,,,,,,,100
209,FKM08060101,0.5000000,24.762566666666668,-80.942499999999995,6/11/2008 10:12:00,0.5000000,29.7000008,7.1999998,38.0000000,6.5000000,,,,,,M,,,,TH,X,,,,,,,100
210,FKM08060102,0.3000000,24.755450000000000,-80.957099999999997,6/11/2008 10:34:00,0.3000000,29.6000004,8.0000000,38.7000008,9.3999996,,,,,,S,,,,TH,X,,,,,,,100
211,FKM08060103,0.5000000,24.745850000000001,-80.965733333333333,6/11/2008 11:10:00,0.5000000,29.7000008,8.1000004,38.7000008,10.3999996,,,,,,S,,,,TH,6,HA,4,,,,,100
212,FKM08060104,0.6000000,24.730216666666667,-80.998800000000003,6/11/2008 11:26:00,0.6000000,29.7999992,8.1000004,39.0000000,10.8000002,0.2000000,29.7999992,8.1000004,39.0000000,10.0000000,S,,,,TH,X,,,,,,,100
213,FKM08060105,0.6000000,24.728116666666665,-81.003066666666669,6/11/2008 11:53:00,0.6000000,29.8999996,8.1000004,39.0999985,9.8000002,0.2000000,29.7999992,8.1000004,39.2000008,8.8999996,S,,,,TH,X,,,,,,,100
214,FKM08060106,0.5000000,24.712633333333333,-81.032483333333332,6/11/2008 12:26:00,0.5000000,30.6000004,8.1999998,38.5999985,12.3999996,,,,,,S,,,,TH,X,,,,,,,100
215,FKM08060107,0.7000000,24.715966666666667,-81.035849999999996,6/11/2008 12:45:00,0.7000000,30.8999996,8.1000004,38.5999985,11.0000000,0.2000000,30.8999996,8.1000004,38.7000008,11.3999996,M,S,,,TH,X,,,,,,,100
216,FKM08060108,0.8000000,24.703633333333332,-81.071883333333332,6/11/2008 13:24:00,0.8000000,31.3999996,8.1999998,39.5000000,11.3000002,0.2000000,31.2999992,8.1999998,39.5000000,10.8000002,S,,,,TH,X,,,,,,,100
217,FKM08060109,0.7000000,24.687300000000000,-81.099649999999997,6/11/2008 14:08:00,0.7000000,31.6000004,8.1000004,38.9000015,12.6999998,0.2000000,31.3999996,8.1000004,39.0000000,12.0000000,M,,,,TH,X,,,,,,,100
218,FKM08060110,0.8000000,24.686433333333333,-81.104200000000006,6/11/2008 14:40:00,0.8000000,31.8999996,8.1999998,38.9000015,13.5000000,0.2000000,31.8999996,8.1999998,39.0000000,13.3999996,M,,,,TH,X,,,,,,,100
219,FKM08070101,0.6000000,24.760400000000001,-80.949566666666669,7/8/2008 10:40:00,0.2000000,28.7999992,8.0000000,38.0999985,8.3000002,0.6000000,28.8999996,8.0000000,38.2000008,8.1999998,S,,,,TH,X,,,,,,,100
220,FKM08070102,0.5000000,24.752533333333332,-80.962066666666672,7/8/2008 11:00:00,0.5000000,29.2999992,8.0000000,38.7999992,9.8000002,,,,,,S,,,,HA,X,,,,,,,100
221,FKM08070103,0.6000000,24.748333333333335,-80.964116666666669,7/8/2008 11:35:00,0.2000000,29.7999992,8.0000000,38.7999992,10.5000000,0.6000000,29.7000008,8.1000004,38.7999992,10.5000000,S,,,,HA,X,,,,,,,100
222,FKM08070104,0.5000000,24.731016666666665,-80.997900000000001,7/8/2008 11:40:00,0.5000000,30.7999992,8.0000000,39.2000008,11.3999996,,,,,,M,,,,HA,X,,,,,,,100
223,FKM08070105,0.6000000,24.728583333333333,-81.002499999999998,7/8/2008 13:15:00,0.2000000,30.8999996,8.0000000,39.0000000,9.3000002,0.6000000,30.7999992,8.1000004,39.0999985,9.0000000,S,,,,HA,X,,,,,,,100
224,FKM08070106,0.8000000,24.713116666666668,-81.029733333333340,7/8/2008 14:00:00,0.2000000,29.7999992,8.0000000,37.9000015,12.0000000,0.8000000,29.7999992,8.0000000,37.9000015,12.0000000,S,H,,,TH,X,,,,,,,100
225,FKM08070201,0.6000000,24.714216666666665,-81.037750000000003,7/9/2008 10:15:00,0.2000000,28.8999996,7.9000001,38.0000000,9.8999996,0.6000000,29.0000000,8.0000000,38.0999985,9.5000000,S,,,,TH,4,AC,6,,,,,100
226,FKM08070202,0.6000000,24.701499999999999,-81.073516666666663,7/9/2008 10:50:00,0.2000000,28.7000008,7.9000001,38.2999992,8.3000002,0.6000000,28.7000008,8.0000000,38.4000015,8.0000000,S,,,,TH,X,,,,,,,100
227,FKM08070203,0.9000000,24.685649999999999,-81.093149999999994,7/9/2008 11:50:00,0.2000000,29.7999992,7.9000001,38.0000000,11.1000004,0.9000000,29.7999992,8.0000000,38.2000008,10.6000004,S,,,,TH,X,,,,,,,100
228,FKM08070204,0.6000000,24.687333333333335,-81.107349999999997,7/9/2008 12:30:00,0.2000000,30.3999996,8.0000000,38.2999992,11.6999998,0.6000000,30.2999992,8.1000004,38.2999992,11.1000004,M,H,,,TH,6,AC,4,,,,,60
229,FKM08080101,0.6000000,24.747399999999999,-80.966733333333337,8/11/2008 9:40:00,0.6000000,29.3999996,7.6999998,36.2999992,10.8000002,0.2000000,29.3999996,7.6999998,36.5999985,10.3000002,M,,,,HA,6,AC,3,TH,1,,,100
230,FKM08080102,0.5000000,24.760549999999999,-80.948999999999998,8/11/2008 10:20:00,0.5000000,30.1000004,7.8000002,36.2999992,10.0000000,,,,,,S,,,,TH,X,,,,,,,100
231,FKM08080103,0.5000000,24.750983333333334,-80.962450000000004,8/11/2008 10:52:00,0.5000000,30.3999996,7.8000002,36.7000008,8.1999998,,,,,,S,,,,TH,X,,,,,,,100
232,FKM08080104,0.5000000,24.732466666666667,-80.993049999999997,8/11/2008 11:20:00,0.5000000,30.6000004,7.8000002,37.0999985,9.3999996,,,,,,M,,,,TH,X,,,,,,,100
233,FKM08080105,0.5000000,24.728466666666666,-81.002016666666663,8/11/2008 12:12:00,0.5000000,31.6000004,8.0000000,37.2999992,12.8000002,,,,,,S,,,,TH,9,SY,1,,,,,100
234,FKM08080106,0.7000000,24.715350000000001,-81.032433333333330,8/11/2008 12:42:00,0.7000000,31.7999992,8.0000000,36.7999992,13.3000002,0.2000000,31.7000008,8.0000000,36.7999992,13.3999996,M,,,,TH,X,,,,,,,100
235,FKM08080107,0.7000000,24.716583333333332,-81.036733333333331,8/11/2008 13:41:00,0.7000000,32.0000000,8.1000004,36.9000015,10.8999996,0.2000000,32.0999985,8.1000004,36.9000015,10.8999996,M,,,,TH,X,,,,,,,100
236,FKM08080108,0.5000000,24.704733333333333,-81.071899999999999,8/11/2008 14:22:00,0.5000000,31.7999992,8.3000002,37.2000008,12.1999998,,,,,,M,,,,HA,X,,,,,,,100
237,FKM08080109,0.5000000,24.687316666666668,-81.097283333333337,8/11/2008 15:05:00,0.7000000,30.7000008,8.0000000,37.4000015,11.3999996,0.2000000,30.7999992,8.0000000,37.5000000,11.6999998,M,,,,TH,X,,,,,,,100
238,FKM06120106,1.0000000,24.714350000000000,-81.030500000000004,12/18/2006 12:11:00,1.0000000,24.7999992,8.1000004,37.4000015,8.6000004,0.2000000,24.7999992,8.1000004,37.2999992,8.8000002,M,,,,TH,X,,,,,,,100
239,FKM06120107,0.5000000,24.715900000000001,-81.035016666666664,12/18/2006 12:36:00,0.5000000,24.7000008,8.1000004,36.5000000,9.1000004,,,,,,M,,,,TH,6,AC,4,,,,,95
240,FKM06120108,0.3000000,24.700933333333332,-81.074316666666661,12/18/2006 13:04:00,0.3000000,25.7000008,8.1999998,33.7999992,10.8999996,,,,,,M,,,,TH,X,,,,,,,90
241,FKM06120109,1.0000000,24.687533333333334,-81.095799999999997,12/18/2006 13:35:00,1.0000000,25.8999996,8.1000004,34.9000015,10.5000000,0.2000000,25.8999996,8.1999998,35.0999985,10.8000002,M,,,,TH,X,,,,,,,95
242,FKM06120110,0.8000000,24.686366666666668,-81.104616666666672,12/18/2006 14:18:00,0.8000000,25.2000008,8.1000004,34.9000015,10.1999998,0.2000000,25.2000008,8.1000004,34.9000015,10.3000002,M,,,,TH,,,,,,,,
243,FKM07010101,0.5000000,24.745550000000001,-80.966350000000006,1/8/2007 9:20:00,0.5000000,24.6000004,8.0000000,37.4000015,5.8000002,,,,,,S,,,,TH,7,AC,3,,,,,50
244,FKM07010102,0.5000000,24.763100000000001,-80.945233333333334,1/8/2007 10:06:00,0.5000000,24.3999996,7.9000001,37.4000015,5.5999999,,,,,,M,,,,TH,X,,,,,,,80
245,FKM07010103,0.5000000,24.753266666666665,-80.960599999999999,1/8/2007 10:45:00,0.5000000,24.5000000,7.9000001,37.4000015,6.3000002,,,,,,M,,,,HA,X,,,,,,,100
246,FKM07010104,0.5000000,24.732299999999999,-80.994016666666667,1/8/2007 11:24:00,0.5000000,24.7999992,7.9000001,37.5000000,6.6999998,,,,,,S,,,,TH,X,,,,,,,80
247,FKM07010105,0.7000000,24.728666666666665,-81.002166666666668,1/8/2007 11:52:00,0.2000000,25.2999992,8.0000000,37.7000008,7.5000000,0.7000000,25.2999992,8.1000004,37.7000008,7.9000001,S,,,,TH,9,SY,1,,,,,100
248,FKM07010106,0.8000000,24.715833333333332,-81.030033333333336,1/8/2007 12:30:00,0.2000000,25.5000000,8.1000004,37.5000000,7.8000002,0.8000000,25.5000000,8.1000004,37.5000000,8.0000000,S,,,,TH,X,,,,,,,100
