OBJECTID,Survey,Spp_Name,Number_,Len1,Len2,Len3,Len4,Len5,Len6,Len7,Len8,Len9,Len10,Len11,Len12,Len13,Len14,Len15,Len16,Len17,Len18,Len19,Len20
307,FKM06070102,Chaetodon capistratus,1,23,,,,,,,,,,,,,,,,,,,
308,FKM06070102,Stephanolepis hispidus,1,26,,,,,,,,,,,,,,,,,,,
309,FKM06070102,Stegastes leucostictus,1,25,,,,,,,,,,,,,,,,,,,
310,FKM06070102,Ctenogobius saepepallens,1,25,,,,,,,,,,,,,,,,,,,
311,FKM06070103,Floridichthys carpio,184,32,31,30,32,40,27,13,33,25,20,,,,,,,,,,
312,FKM06070103,Eucinostomus gula,4,48,40,55,44,,,,,,,,,,,,,,,,
313,FKM06070103,Eucinostomus spp.,22,26,29,27,31,27,33,29,21,34,28,,,,,,,,,,
314,FKM06070103,Lucania parva,52,27,22,31,20,22,29,19,22,23,16,,,,,,,,,,
315,FKM06070103,Sphyraena barracuda,2,36,40,,,,,,,,,,,,,,,,,,
316,FKM06070103,Haemulon sciurus,1,45,,,,,,,,,,,,,,,,,,,
317,FKM06070103,Opsanus beta,1,60,,,,,,,,,,,,,,,,,,,
318,FKM06070103,Farfantepenaeus spp.,6,12,11,9,11,10,7,,,,,,,,,,,,,,
319,FKM06070103,Farfantepenaeus duorarum,2,15,19,,,,,,,,,,,,,,,,,,
320,FKM06070103,Archosargus rhomboidalis,3,57,66,95,,,,,,,,,,,,,,,,,
321,FKM06070103,Haemulon parra,1,50,,,,,,,,,,,,,,,,,,,
322,FKM06070103,Lutjanus apodus,1,60,,,,,,,,,,,,,,,,,,,
323,FKM06070104,Lutjanus griseus,1,85,,,,,,,,,,,,,,,,,,,
324,FKM06070104,Eucinostomus spp.,10,33,31,23,14,19,22,14,15,14,17,,,,,,,,,,
325,FKM06070104,Lutjanus apodus,1,48,,,,,,,,,,,,,,,,,,,
326,FKM06070104,Eucinostomus gula,1,49,,,,,,,,,,,,,,,,,,,
327,FKM06070105,Haemulon plumierii,4,51,40,55,38,,,,,,,,,,,,,,,,
328,FKM06070105,Eucinostomus gula,4,56,45,55,53,,,,,,,,,,,,,,,,
329,FKM06070105,Haemulon sciurus,6,47,40,52,55,51,37,,,,,,,,,,,,,,
330,FKM06070105,Sparisoma chrysopterum,4,60,80,85,46,,,,,,,,,,,,,,,,
331,FKM06070105,Harengula jaguana,18,47,50,55,47,50,32,30,41,50,45,,,,,,,,,,
332,FKM06070105,Lutjanus synagris,1,45,,,,,,,,,,,,,,,,,,,
333,FKM06070105,Lutjanus griseus,1,190,,,,,,,,,,,,,,,,,,,
334,FKM06070105,Lutjanus griseus,1,83,,,,,,,,,,,,,,,,,,,
335,FKM06070105,Harengula jaguana,2,50,55,,,,,,,,,,,,,,,,,,
336,FKM06070105,Anchoa hepsetus,186,53,50,51,54,45,46,52,47,47,47,,,,,,,,,,
337,FKM06070106,Sphyraena barracuda,4,45,160,120,65,,,,,,,,,,,,,,,,
338,FKM06070106,Strongylura notata,1,60,,,,,,,,,,,,,,,,,,,
339,FKM06070106,Atherinomorus stipes,2,26,25,,,,,,,,,,,,,,,,,,
340,FKM06070106,Abudefduf saxatilis,1,18,,,,,,,,,,,,,,,,,,,
341,FKM06070106,Eucinostomus spp.,10,12,25,17,16,23,15,16,29,30,15,,,,,,,,,,
342,FKM06070106,Archosargus rhomboidalis,7,110,100,100,59,55,60,40,,,,,,,,,,,,,
343,FKM06070106,Lutjanus griseus,1,105,,,,,,,,,,,,,,,,,,,
344,FKM06070106,Floridichthys carpio,2,50,36,,,,,,,,,,,,,,,,,,
345,FKM06070106,Callinectes sapidus,1,70,,,,,,,,,,,,,,,,,,,
346,FKM06070201,Sparisoma chrysopterum,36,62,50,39,33,74,53,53,50,41,87,,,,,,,,,,
347,FKM06070201,Sphyraena barracuda,1,120,,,,,,,,,,,,,,,,,,,
348,FKM06070201,Aluterus scriptus,1,61,,,,,,,,,,,,,,,,,,,
349,FKM06070201,Lachnolaimus maximus,1,42,,,,,,,,,,,,,,,,,,,
350,FKM06070201,Haemulon plumierii,45,55,40,40,45,41,50,54,45,31,40,,,,,,,,,,
351,FKM06070201,Haemulon sciurus,24,59,46,40,29,27,28,38,28,51,23,,,,,,,,,,
352,FKM06070201,Ocyurus chrysurus,2,53,50,,,,,,,,,,,,,,,,,,
353,FKM06070201,Monacanthus ciliatus,1,24,,,,,,,,,,,,,,,,,,,
354,FKM06070201,Ostraciidae spp.,1,29,,,,,,,,,,,,,,,,,,,
355,FKM06070201,Archosargus rhomboidalis,5,36,44,34,58,52,,,,,,,,,,,,,,,
356,FKM06070201,Lutjanus griseus,1,102,,,,,,,,,,,,,,,,,,,
357,FKM06070201,Lagodon rhomboides,1,68,,,,,,,,,,,,,,,,,,,
358,FKM06070201,Oligoplites saurus,1,25,,,,,,,,,,,,,,,,,,,
359,FKM06070201,Kyphosus spp.,1,17,,,,,,,,,,,,,,,,,,,
360,FKM06070201,Stephanolepis hispidus,1,25,,,,,,,,,,,,,,,,,,,
361,FKM06070201,Syngnathus floridae,1,105,,,,,,,,,,,,,,,,,,,
362,FKM06070202,Anisotremus surinamensis,1,15,,,,,,,,,,,,,,,,,,,
363,FKM06070202,Lutjanus apodus,7,30,59,39,29,27,30,28,,,,,,,,,,,,,
364,FKM06070202,Archosargus rhomboidalis,11,52,48,34,65,60,69,45,54,59,57,,,,,,,,,,
365,FKM06070202,Haemulon sciurus,15,47,34,44,32,31,47,42,45,46,39,,,,,,,,,,
366,FKM06070202,Eucinostomus gula,1,42,,,,,,,,,,,,,,,,,,,
367,FKM06070202,Lutjanus griseus,1,30,,,,,,,,,,,,,,,,,,,
368,FKM06070202,Haemulon parra,7,32,26,38,52,45,46,41,,,,,,,,,,,,,
369,FKM06070202,Syngnathus scovelli,4,92,87,93,90,,,,,,,,,,,,,,,,
370,FKM06070202,Syngnathus floridae,4,138,105,141,74,,,,,,,,,,,,,,,,
371,FKM06070202,Lagodon rhomboides,1,83,,,,,,,,,,,,,,,,,,,
372,FKM06070202,Syngnathus louisianae,1,150,,,,,,,,,,,,,,,,,,,
373,FKM06070202,Lutjanus analis,1,68,,,,,,,,,,,,,,,,,,,
374,FKM06070202,Eucinostomus spp.,1,18,,,,,,,,,,,,,,,,,,,
375,FKM06070202,Sparisoma chrysopterum,2,68,57,,,,,,,,,,,,,,,,,,
376,FKM06070203,Floridichthys carpio,90,48,22,28,38,35,30,26,26,28,28,,,,,,,,,,
377,FKM06070203,Eucinostomus spp.,40,29,26,39,25,31,26,30,24,19,20,,,,,,,,,,
378,FKM06070203,Lucania parva,74,28,26,21,28,25,29,27,24,25,22,,,,,,,,,,
379,FKM06070203,Farfantepenaeus spp.,1,8,,,,,,,,,,,,,,,,,,,
380,FKM06070203,Lutjanus griseus,1,90,,,,,,,,,,,,,,,,,,,
381,FKM06070203,Strongylura notata,1,75,,,,,,,,,,,,,,,,,,,
382,FKM06070203,Sphyraena barracuda,2,31,42,,,,,,,,,,,,,,,,,,
383,FKM06070203,Archosargus rhomboidalis,17,61,52,60,60,63,54,58,51,52,57,,,,,,,,,,
384,FKM06070203,Lagodon rhomboides,2,120,119,,,,,,,,,,,,,,,,,,
385,FKM06070203,Sparisoma chrysopterum,1,67,,,,,,,,,,,,,,,,,,,
386,FKM06070204,Monacanthus ciliatus,1,59,,,,,,,,,,,,,,,,,,,
387,FKM06070204,Stephanolepis hispidus,2,51,55,,,,,,,,,,,,,,,,,,
388,FKM06070204,Lagodon rhomboides,2,73,76,,,,,,,,,,,,,,,,,,
389,FKM06070204,Archosargus rhomboidalis,7,40,34,38,54,56,40,32,,,,,,,,,,,,,
390,FKM06070204,Lutjanus synagris,2,20,21,,,,,,,,,,,,,,,,,,
391,FKM06070204,Eucinostomus spp.,3,29,24,19,,,,,,,,,,,,,,,,,
392,FKM06070204,Haemulon sciurus,24,27,29,21,41,27,29,29,27,23,25,,,,,,,,,,
393,FKM06070204,Scorpaena brasiliensis,1,27,,,,,,,,,,,,,,,,,,,
394,FKM06070204,Lucania parva,2,26,24,,,,,,,,,,,,,,,,,,
395,FKM06070204,Syngnathus floridae,3,148,120,112,,,,,,,,,,,,,,,,,
396,FKM06070204,Sparisoma chrysopterum,5,57,71,64,62,44,,,,,,,,,,,,,,,
397,FKM06070204,Syngnathus scovelli,1,97,,,,,,,,,,,,,,,,,,,
398,FKM06070204,Haemulon parra,1,30,,,,,,,,,,,,,,,,,,,
399,FKM06070204,Haemulon plumierii,3,42,45,30,,,,,,,,,,,,,,,,,
400,FKM06070204,Lutjanus apodus,2,23,24,,,,,,,,,,,,,,,,,,
401,FKM06070204,Bathygobius soporator,1,21,,,,,,,,,,,,,,,,,,,
402,FKM06080101,Haemulon plumierii,32,54,50,53,55,47,57,47,64,50,48,,,,,,,,,,
403,FKM06080101,Haemulon sciurus,24,49,37,32,44,46,37,36,31,32,72,,,,,,,,,,
404,FKM06080101,Eucinostomus gula,3,43,60,46,,,,,,,,,,,,,,,,,
405,FKM06080101,Strongylura notata,1,133,,,,,,,,,,,,,,,,,,,
406,FKM06080101,Sparisoma chrysopterum,2,68,68,,,,,,,,,,,,,,,,,,
407,FKM06080101,Lutjanus synagris,2,44,47,,,,,,,,,,,,,,,,,,
408,FKM06080101,Archosargus rhomboidalis,1,74,,,,,,,,,,,,,,,,,,,
409,FKM06080101,Opsanus beta,1,110,,,,,,,,,,,,,,,,,,,
410,FKM06080102,Lagodon rhomboides,2,125,94,,,,,,,,,,,,,,,,,,
411,FKM06080102,Eucinostomus gula,3,47,53,46,,,,,,,,,,,,,,,,,
412,FKM06080102,Haemulon sciurus,1,33,,,,,,,,,,,,,,,,,,,
413,FKM06080102,Eucinostomus spp.,2,32,17,,,,,,,,,,,,,,,,,,
414,FKM06080102,Floridichthys carpio,13,44,46,42,49,37,48,40,35,39,37,,,,,,,,,,
415,FKM06080103,Sphoeroides spengleri,1,68,,,,,,,,,,,,,,,,,,,
416,FKM06080103,Strongylura notata,1,155,,,,,,,,,,,,,,,,,,,
417,FKM06080103,Lagodon rhomboides,6,82,83,79,94,23,74,,,,,,,,,,,,,,
418,FKM06080103,Harengula jaguana,3,60,51,54,,,,,,,,,,,,,,,,,
419,FKM06080103,Halichoeres bivittatus,1,46,,,,,,,,,,,,,,,,,,,
420,FKM06080103,Eucinostomus spp.,17,27,25,34,24,30,31,36,30,27,24,,,,,,,,,,
421,FKM06080103,Monacanthus ciliatus,6,65,44,40,45,31,42,,,,,,,,,,,,,,
422,FKM06080103,Haemulon spp.,1,17,,,,,,,,,,,,,,,,,,,
423,FKM06080103,Lachnolaimus maximus,1,64,,,,,,,,,,,,,,,,,,,
424,FKM06080103,Sparisoma spp.,1,20,,,,,,,,,,,,,,,,,,,
425,FKM06080103,Haemulon plumierii,118,46,50,35,40,31,26,48,42,51,30,,,,,,,,,,
426,FKM06080103,Haemulon sciurus,8,25,28,27,45,40,51,48,52,,,,,,,,,,,,
427,FKM06080103,Ocyurus chrysurus,2,50,39,,,,,,,,,,,,,,,,,,
428,FKM06080103,Nicholsina usta,1,57,,,,,,,,,,,,,,,,,,,
429,FKM06080103,Sparisoma chrysopterum,2,35,64,,,,,,,,,,,,,,,,,,
430,FKM06080103,Lutjanus griseus,1,113,,,,,,,,,,,,,,,,,,,
431,FKM06080103,Lutjanus synagris,2,49,72,,,,,,,,,,,,,,,,,,
432,FKM06080103,Malacoctenus macropus,1,31,,,,,,,,,,,,,,,,,,,
433,FKM06080103,Archosargus rhomboidalis,2,48,47,,,,,,,,,,,,,,,,,,
434,FKM06080103,Scarus taeniopterus,1,40,,,,,,,,,,,,,,,,,,,
435,FKM06080104,Diodon holocanthus,1,130,,,,,,,,,,,,,,,,,,,
436,FKM06080104,Eucinostomus spp.,2,32,30,,,,,,,,,,,,,,,,,,
437,FKM06080104,Monacanthus ciliatus,10,63,54,65,45,45,57,54,30,45,50,,,,,,,,,,
438,FKM06080104,Stephanolepis hispidus,1,62,,,,,,,,,,,,,,,,,,,
439,FKM06080104,Lachnolaimus maximus,1,78,,,,,,,,,,,,,,,,,,,
440,FKM06080104,Lutjanus griseus,4,215,130,127,132,,,,,,,,,,,,,,,,
441,FKM06080104,Lutjanus synagris,3,46,48,27,,,,,,,,,,,,,,,,,
442,FKM06080104,Haemulon plumierii,10,28,30,35,40,35,42,42,39,28,45,,,,,,,,,,
443,FKM06080104,Archosargus rhomboidalis,1,125,,,,,,,,,,,,,,,,,,,
444,FKM06080104,Lutjanus analis,1,98,,,,,,,,,,,,,,,,,,,
445,FKM06080104,Sparisoma chrysopterum,4,55,52,47,32,,,,,,,,,,,,,,,,
446,FKM06080104,Eucinostomus gula,1,41,,,,,,,,,,,,,,,,,,,
447,FKM06080104,Malacoctenus macropus,1,40,,,,,,,,,,,,,,,,,,,
448,FKM06080105,Lagodon rhomboides,1,65,,,,,,,,,,,,,,,,,,,
449,FKM06080105,Strongylura notata,2,190,201,,,,,,,,,,,,,,,,,,
450,FKM06080105,Sparisoma chrysopterum,17,52,74,71,65,41,72,68,70,38,68,,,,,,,,,,
451,FKM06080105,Haemulon plumierii,67,59,60,28,41,61,34,45,50,52,55,,,,,,,,,,
452,FKM06080105,Archosargus rhomboidalis,6,60,48,55,56,61,52,,,,,,,,,,,,,,
453,FKM06080105,Lagodon rhomboides,2,64,70,,,,,,,,,,,,,,,,,,
454,FKM06080105,Lutjanus griseus,2,128,182,,,,,,,,,,,,,,,,,,
455,FKM06080105,Eucinostomus lefroyi,1,70,,,,,,,,,,,,,,,,,,,
456,FKM06080105,Haemulon sciurus,7,33,43,48,30,45,47,30,,,,,,,,,,,,,
457,FKM06080105,Haemulon parra,1,55,,,,,,,,,,,,,,,,,,,
458,FKM06080106,Haemulon plumierii,11,36,50,51,49,56,49,36,35,41,24,,,,,,,,,,
459,FKM06080106,Haemulon sciurus,1,71,,,,,,,,,,,,,,,,,,,
460,FKM06080106,Syngnathus scovelli,3,122,124,83,,,,,,,,,,,,,,,,,
461,FKM06080106,Strongylura notata,1,133,,,,,,,,,,,,,,,,,,,
462,FKM06080106,Eucinostomus gula,1,48,,,,,,,,,,,,,,,,,,,
463,FKM06080106,Bathygobius curacao,1,31,,,,,,,,,,,,,,,,,,,
464,FKM06080107,Syngnathus floridae,1,156,,,,,,,,,,,,,,,,,,,
465,FKM06080107,Monacanthus ciliatus,7,59,54,50,60,60,51,60,,,,,,,,,,,,,
466,FKM06080107,Strongylura notata,2,85,91,,,,,,,,,,,,,,,,,,
467,FKM06080107,Aluterus scriptus,1,56,,,,,,,,,,,,,,,,,,,
468,FKM06080107,Sparisoma chrysopterum,9,60,45,35,41,24,41,52,42,30,,,,,,,,,,,
469,FKM06080107,Nicholsina usta,2,54,51,,,,,,,,,,,,,,,,,,
470,FKM06080107,Halichoeres bivittatus,1,40,,,,,,,,,,,,,,,,,,,
471,FKM06080107,Sparisoma viride,5,35,28,36,45,38,,,,,,,,,,,,,,,
472,FKM06080107,Scarus spp.,4,31,31,31,20,,,,,,,,,,,,,,,,
473,FKM06080107,Acanthurus bahianus,2,37,38,,,,,,,,,,,,,,,,,,
474,FKM06080107,Acanthostracion quadricornis,1,75,,,,,,,,,,,,,,,,,,,
475,FKM06080107,Haemulon plumierii,10,61,71,62,54,34,40,21,26,30,25,,,,,,,,,,
476,FKM06080107,Stephanolepis hispidus,1,52,,,,,,,,,,,,,,,,,,,
477,FKM06080107,Harengula jaguana,1,50,,,,,,,,,,,,,,,,,,,
478,FKM06080107,Scarus taeniopterus,5,42,30,26,31,37,,,,,,,,,,,,,,,
479,FKM06080107,Haemulon sciurus,1,36,,,,,,,,,,,,,,,,,,,
480,FKM06080107,Ocyurus chrysurus,1,53,,,,,,,,,,,,,,,,,,,
481,FKM06080107,Sparisoma spp.,1,16,,,,,,,,,,,,,,,,,,,
482,FKM06080107,Hippocampus zosterae,1,22,,,,,,,,,,,,,,,,,,,
483,FKM06080201,Sphyraena barracuda,1,235,,,,,,,,,,,,,,,,,,,
484,FKM06080201,Strongylura notata,1,142,,,,,,,,,,,,,,,,,,,
485,FKM06080201,Eucinostomus gula,3,69,62,46,,,,,,,,,,,,,,,,,
486,FKM06080201,Lactophrys trigonus,2,56,54,,,,,,,,,,,,,,,,,,
487,FKM06080201,Syngnathus floridae,2,141,120,,,,,,,,,,,,,,,,,,
488,FKM06080201,Syngnathus scovelli,3,108,123,82,,,,,,,,,,,,,,,,,
489,FKM06080201,Lagodon rhomboides,1,84,,,,,,,,,,,,,,,,,,,
490,FKM06080201,Farfantepenaeus spp.,5,9,6,10,6,6,,,,,,,,,,,,,,,
491,FKM06080201,Sparisoma chrysopterum,1,40,,,,,,,,,,,,,,,,,,,
492,FKM06080201,Haemulon parra,5,37,31,19,30,32,,,,,,,,,,,,,,,
493,FKM06080201,Eucinostomus spp.,1,29,,,,,,,,,,,,,,,,,,,
494,FKM06080201,Stephanolepis hispidus,1,8,,,,,,,,,,,,,,,,,,,
495,FKM06080201,Syngnathus louisianae,1,107,,,,,,,,,,,,,,,,,,,
496,FKM06080202,Harengula jaguana,206,68,63,44,56,49,55,48,47,52,53,,,,,,,,,,
497,FKM06080202,Eucinostomus gula,44,52,64,56,69,42,61,68,46,54,41,,,,,,,,,,
498,FKM06080202,Eucinostomus spp.,63,39,36,29,24,36,38,25,35,21,29,,,,,,,,,,
499,FKM06080202,Abudefduf saxatilis,5,52,38,21,23,28,,,,,,,,,,,,,,,
500,FKM06080202,Haemulon sciurus,31,47,29,46,26,25,45,49,47,54,31,,,,,,,,,,
501,FKM06080202,Eucinostomus jonesii,73,56,52,55,68,79,65,67,56,57,63,,,,,,,,,,
502,FKM06080202,Lutjanus synagris,12,58,62,55,52,54,59,72,59,59,52,61,55,,,,,,,,
503,FKM06080202,Eucinostomus lefroyi,32,74,52,45,70,87,46,54,53,54,48,,,,,,,,,,
504,FKM06080202,Haemulon plumierii,11,40,36,39,28,29,24,34,42,34,51,,,,,,,,,,
505,FKM06080202,Monacanthus ciliatus,2,42,48,,,,,,,,,,,,,,,,,,
506,FKM06080202,Lutjanus apodus,1,53,,,,,,,,,,,,,,,,,,,
507,FKM06080202,Haemulon aurolineatum,5,29,31,28,29,28,,,,,,,,,,,,,,,
508,FKM06080202,Haemulon parra,7,41,58,58,38,41,44,48,,,,,,,,,,,,,
509,FKM06080202,Haemulon flavolineatum,16,58,46,52,30,49,34,28,31,39,27,,,,,,,,,,
510,FKM06080202,Lutjanus analis,2,29,65,,,,,,,,,,,,,,,,,,
511,FKM06080202,Lagodon rhomboides,1,58,,,,,,,,,,,,,,,,,,,
512,FKM06080202,Nicholsina usta,2,48,42,,,,,,,,,,,,,,,,,,
513,FKM06080202,Archosargus rhomboidalis,11,47,49,62,61,68,158,63,61,55,66,,,,,,,,,,
514,FKM06080202,Sparisoma chrysopterum,18,75,86,45,58,56,78,67,55,95,46,,,,,,,,,,
515,FKM06080202,Bathygobius soporator,1,46,,,,,,,,,,,,,,,,,,,
516,FKM06080203,Acanthostracion quadricornis,2,131,127,,,,,,,,,,,,,,,,,,
517,FKM06080203,Ocyurus chrysurus,3,41,33,43,,,,,,,,,,,,,,,,,
518,FKM06080203,Eucinostomus gula,2,77,54,,,,,,,,,,,,,,,,,,
519,FKM06080203,Sparisoma chrysopterum,12,43,48,56,35,44,49,29,38,46,25,,,,,,,,,,
520,FKM06080203,Scarus taeniopterus,2,37,29,,,,,,,,,,,,,,,,,,
521,FKM06080203,Scarus spp.,4,22,25,26,17,,,,,,,,,,,,,,,,
522,FKM06080203,Haemulon plumierii,184,57,66,52,55,58,58,51,58,49,44,,,,,,,,,,
523,FKM06080203,Monacanthus ciliatus,1,44,,,,,,,,,,,,,,,,,,,
524,FKM06080203,Haemulon parra,1,78,,,,,,,,,,,,,,,,,,,
525,FKM06080203,Haemulon sciurus,16,49,34,35,27,27,50,47,28,31,24,,,,,,,,,,
526,FKM06080203,Bairdiella batabana,2,85,94,,,,,,,,,,,,,,,,,,
527,FKM06080203,Haemulon flavolineatum,1,62,,,,,,,,,,,,,,,,,,,
528,FKM06080203,Archosargus rhomboidalis,2,62,55,,,,,,,,,,,,,,,,,,
529,FKM06080203,Lagodon rhomboides,1,60,,,,,,,,,,,,,,,,,,,
530,FKM06080203,Sparisoma viride,7,50,52,61,58,39,45,38,,,,,,,,,,,,,
531,FKM06080203,Lutjanus apodus,2,54,78,,,,,,,,,,,,,,,,,,
532,FKM06080203,Lutjanus griseus,1,125,,,,,,,,,,,,,,,,,,,
533,FKM06080203,Lachnolaimus maximus,1,50,,,,,,,,,,,,,,,,,,,
534,FKM06080203,Nicholsina usta,4,38,22,29,38,,,,,,,,,,,,,,,,
535,FKM06080203,Sparisoma spp.,1,23,,,,,,,,,,,,,,,,,,,
536,FKM06090101,Eucinostomus spp.,41,38,36,39,28,35,30,28,22,26,36,,,,,,,,,,
537,FKM06090101,Strongylura notata,1,87,,,,,,,,,,,,,,,,,,,
538,FKM06090101,Eucinostomus gula,11,48,51,64,57,54,47,72,50,53,43,,,,,,,,,,
539,FKM06090101,Syngnathus scovelli,3,114,110,118,,,,,,,,,,,,,,,,,
540,FKM06090101,Sphyraena barracuda,2,44,41,,,,,,,,,,,,,,,,,,
541,FKM06090101,Haemulon sciurus,4,40,48,45,40,,,,,,,,,,,,,,,,
542,FKM06090101,Haemulon plumierii,5,46,40,40,35,33,,,,,,,,,,,,,,,
543,FKM06090101,Lutjanus analis,1,45,,,,,,,,,,,,,,,,,,,
544,FKM06090101,Lutjanus griseus,2,55,57,,,,,,,,,,,,,,,,,,
545,FKM06090101,Sparisoma chrysopterum,2,41,43,,,,,,,,,,,,,,,,,,
546,FKM06090102,Eucinostomus gula,7,48,49,44,41,45,46,65,,,,,,,,,,,,,
547,FKM06090102,Eucinostomus spp.,114,39,33,27,32,28,26,30,37,29,36,,,,,,,,,,
548,FKM06090102,Eucinostomus jonesii,1,43,,,,,,,,,,,,,,,,,,,
549,FKM06090102,Monacanthus ciliatus,1,25,,,,,,,,,,,,,,,,,,,
550,FKM06090102,Lutjanus synagris,1,70,,,,,,,,,,,,,,,,,,,
551,FKM06090102,Lutjanus apodus,2,50,33,,,,,,,,,,,,,,,,,,
552,FKM06090102,Archosargus rhomboidalis,6,67,95,70,68,66,65,,,,,,,,,,,,,,
553,FKM06090102,Haemulon sciurus,4,68,50,48,55,,,,,,,,,,,,,,,,
554,FKM06090102,Farfantepenaeus spp.,1,11,,,,,,,,,,,,,,,,,,,
555,FKM06090102,Sparisoma chrysopterum,3,95,80,75,,,,,,,,,,,,,,,,,
556,FKM06090102,Callinectes sapidus,1,24,,,,,,,,,,,,,,,,,,,
557,FKM06090102,Caranx latus,1,31,,,,,,,,,,,,,,,,,,,
558,FKM06090103,Lutjanus griseus,2,50,45,,,,,,,,,,,,,,,,,,
559,FKM06090103,Eucinostomus spp.,3,15,37,35,,,,,,,,,,,,,,,,,
560,FKM06090103,Lucania parva,1,20,,,,,,,,,,,,,,,,,,,
561,FKM06090103,Caranx latus,1,30,,,,,,,,,,,,,,,,,,,
562,FKM06090103,Eucinostomus gula,1,55,,,,,,,,,,,,,,,,,,,
563,FKM06090103,Lutjanus apodus,3,60,54,36,,,,,,,,,,,,,,,,,
564,FKM06090104,Eucinostomus gula,1,50,,,,,,,,,,,,,,,,,,,
565,FKM06090104,Syngnathus louisianae,2,150,131,,,,,,,,,,,,,,,,,,
566,FKM06090104,Syngnathus scovelli,3,112,100,88,,,,,,,,,,,,,,,,,
567,FKM06090104,Syngnathus floridae,1,103,,,,,,,,,,,,,,,,,,,
568,FKM06090104,Lucania parva,1,25,,,,,,,,,,,,,,,,,,,
569,FKM06090104,Bathygobius soporator,1,46,,,,,,,,,,,,,,,,,,,
570,FKM06090104,Sphoeroides nephelus,1,42,,,,,,,,,,,,,,,,,,,
571,FKM06090104,Sparisoma rubripinne,2,103,60,,,,,,,,,,,,,,,,,,
572,FKM06090104,Sparisoma chrysopterum,3,76,60,64,,,,,,,,,,,,,,,,,
573,FKM06090104,Lutjanus griseus,1,13,,,,,,,,,,,,,,,,,,,
574,FKM06090104,Lutjanus apodus,2,60,60,,,,,,,,,,,,,,,,,,
575,FKM06090105,Aluterus scriptus,1,53,,,,,,,,,,,,,,,,,,,
576,FKM06090105,Strongylura notata,3,65,100,95,,,,,,,,,,,,,,,,,
577,FKM06090105,Eucinostomus gula,19,62,52,60,51,45,44,49,41,45,46,,,,,,,,,,
578,FKM06090105,Haemulon sciurus,42,28,25,31,24,40,33,28,25,27,26,,,,,,,,,,
579,FKM06090105,Harengula jaguana,4,44,35,35,45,,,,,,,,,,,,,,,,
580,FKM06090105,Sparisoma chrysopterum,3,42,70,65,,,,,,,,,,,,,,,,,
581,FKM06090105,Eucinostomus spp.,27,30,34,30,25,20,38,32,27,39,33,,,,,,,,,,
582,FKM06090105,Eucinostomus lefroyi,1,60,,,,,,,,,,,,,,,,,,,
583,FKM06090105,Eucinostomus harengulus,12,50,60,65,85,75,88,85,58,65,57,,,,,,,,,,
584,FKM06090105,Archosargus rhomboidalis,4,51,54,60,53,,,,,,,,,,,,,,,,
585,FKM06090105,Lutjanus griseus,6,30,33,30,23,29,37,,,,,,,,,,,,,,
586,FKM06090105,Lutjanus analis,3,35,42,40,,,,,,,,,,,,,,,,,
587,FKM06090105,Farfantepenaeus spp.,1,8,,,,,,,,,,,,,,,,,,,
588,FKM06090105,Lutjanus apodus,2,35,60,,,,,,,,,,,,,,,,,,
589,FKM06090105,Acanthurus chirurgus,1,35,,,,,,,,,,,,,,,,,,,
590,FKM06090105,Haemulon plumierii,3,40,64,42,,,,,,,,,,,,,,,,,
591,FKM06090105,Sparisoma viride,6,68,70,60,50,35,45,,,,,,,,,,,,,,
592,FKM06090105,Bathygobius soporator,2,45,60,,,,,,,,,,,,,,,,,,
593,FKM06090105,Stephanolepis hispidus,1,54,,,,,,,,,,,,,,,,,,,
594,FKM06090105,Sparisoma spp.,1,26,,,,,,,,,,,,,,,,,,,
595,FKM06090201,Acanthurus spp.,1,25,,,,,,,,,,,,,,,,,,,
596,FKM06090201,Nicholsina usta,2,58,51,,,,,,,,,,,,,,,,,,
597,FKM06090201,Strongylura notata,1,82,,,,,,,,,,,,,,,,,,,
598,FKM06090201,Sparisoma rubripinne,1,65,,,,,,,,,,,,,,,,,,,
599,FKM06090201,Lagodon rhomboides,5,84,85,85,84,80,,,,,,,,,,,,,,,
600,FKM06090201,Syngnathus floridae,3,151,95,160,,,,,,,,,,,,,,,,,
601,FKM06090201,Syngnathus scovelli,1,107,,,,,,,,,,,,,,,,,,,
602,FKM06090202,Lactophrys trigonus,2,70,66,,,,,,,,,,,,,,,,,,
603,FKM06090202,Eucinostomus spp.,58,26,26,34,28,28,30,27,37,35,32,,,,,,,,,,
604,FKM06090202,Haemulon plumierii,2,25,25,,,,,,,,,,,,,,,,,,
605,FKM06090202,Sphoeroides spp.,1,9,,,,,,,,,,,,,,,,,,,
606,FKM06090202,Monacanthus ciliatus,1,78,,,,,,,,,,,,,,,,,,,
607,FKM06090202,Stegastes leucostictus,1,27,,,,,,,,,,,,,,,,,,,
608,FKM06090202,Haemulon sciurus,1,22,,,,,,,,,,,,,,,,,,,
609,FKM06090202,Lutjanus synagris,5,21,23,23,21,68,,,,,,,,,,,,,,,
610,FKM06090202,Coryphopterus glaucofraenum,1,29,,,,,,,,,,,,,,,,,,,
611,FKM06090203,Eucinostomus gula,61,81,79,75,63,60,42,56,40,62,47,,,,,,,,,,
612,FKM06090203,Eucinostomus spp.,11,37,38,38,36,35,33,38,35,25,36,,,,,,,,,,
613,FKM06090203,Archosargus rhomboidalis,13,82,76,130,75,70,80,68,70,125,85,,,,,,,,,,
